STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI,MORTALITY_SURVIVAL_ORGANISM_VIABILITY,LD50_WITH_CI_AVAILABLE,DATA_REQUEST_REQUIRED,OTHER_ENDPOINTS_STUDIED,COMMENTS
wos291,Guy,YES,"Simoes, T; Novais, SC; Natal-da-Luz, T; Leston, S; Rosa, J; Ramos, F; Pouca, ASV; Freitas, A; Barbosa, J; Roelofs, D; Sousa, JP; van Straalen, NM; Lemos, MFL",fate and effects of two pesticide formulations in the invertebrate folsomia candida using a natural agricultural soil,SCIENCE OF THE TOTAL ENVIRONMENT,"Degradation rates of two widely used pesticides were assessed, and acute and chronic effects on a standard invertebrate species investigated. An herbicide (Montana (R)) and fungicide (Bravo500 (R)) formulations were investigated and results were compared to the isolated active substances of each formulation (glyphosate and chlorothalonil, respectively). Tests were performed using the invertebrate Folsomia candida as test species and an agricultural natural soil. Degradation rate tests were determined under aerobic conditions at 20 +/- 2 degrees C, using an ecologically relevant concentration of 5 mg (a.i.) kg(-1) of soil for both chemicals. Results demonstrated degradation half-lives (DT50) of 2.2 days forMontana (R) and 2.8 days when pure glyphosate was tested. Values of 1.1 and 2.9 days were registered for Bravo500 (R) and its active substance chlorothalonil, respectively. There were no effects on survival for the tested concentrations of both forms of the herbicide (up to 17.3 mg kg(-1)). However, reproduction was affected, but only by the herbicide formulation, with an estimated EC50 value of 4.63 mg (a.i.) kg(-1). Effects were most unlikely related to glyphosate. For chlorothalonil, both tested forms affected survival and reproduction. The estimated LC50 values were 117 mg (a.i.) kg(-1) and 73.5 mg (a.i.) kg(-1), and the EC50 41.3 mg (a.i.) kg(-1) and 14.9 mg kg(-1) for the formulation and the active ingredient, respectively. The effects of the active ingredient were significantly stronger, indicating the major influence of the active substance in the effects caused also by the formulation. Overall results demonstrate the importance of evaluating the effects of the formulated chemicals, as they are applied in the field, and not only their isolated active ingredients. (C) 2019 Elsevier B.V. All rights reserved.",2019,675,90,97,http://dx.doi.org/10.1016/j.scitotenv.2019.04.191,YES,YES,NO,REPRODUCTION,chlorothalonil data is fine. No effect for either gly or montana but tested over different concentration ranges so can't use it. 
scopus2687,Guy,YES,Demir E.; Kansız S.; Doğan M.; Topel Ö.; Akkoyunlu G.; Kandur M.Y.; Turna Demir F.,hazard assessment of the effects of acute and chronic exposure to permethrin copper hydroxide acephate and validamycin nanopesticides on the physiology of drosophila: novel insights into the cellular internalization and biological effects,International Journal of Molecular Sciences,"New insights into the interactions between nanopesticides and edible plants are required in order to elucidate their impacts on human health and agriculture. Nanopesticides include formulations consisting of organic/inorganic nanoparticles. Drosophila melanogaster has become a powerful model in genetic research thanks to its genetic similarity to mammals. This project mainly aimed to generate new evidence for the toxic/genotoxic properties of different nanopesticides (a nanoemulsion (permethrin nanopesticides, 20 ± 5 nm), an inorganic nanoparticle as an active ingredient (copper(II) hydroxide [Cu(OH)2] nanopesticides, 15 ± 6 nm), a polymer-based nanopesticide (acephate nanopesticides, 55 ± 25 nm), and an inorganic nanoparticle associated with an organic active ingredient (validamycin nanopesticides, 1177 ± 220 nm)) and their microparticulate forms (i.e., permethrin, copper(II) sulfate pentahydrate (CuSO4·5H2O), acephate, and validamycin) widely used against agricultural pests, while also showing the merits of using Drosophila—a non-target in vivo eukaryotic model organism—in nanogenotoxicology studies. Significant biological effects were noted at the highest doses of permethrin (0.06 and 0.1 mM), permethrin nanopesticides (1 and 2.5 mM), CuSO4·5H2O (1 and 5 mM), acephate and acephate nanopesticides (1 and 5 mM, respectively), and validamycin and validamycin nanopesticides (1 and 2.5 mM, respectively). The results demonstrating the toxic/genotoxic potential of these nanopesticides through their impact on cellular internalization and gene expression represent significant contributions to future nanogenotoxicology studies. © 2022 by the authors.",2022,23,NA,NA,10.3390/ijms23169121,YES,YES,NO,MORPHOLOGY/BEHAVIOUR/OXIDATIVE STRESS,n/a
wos353,Guy,YES,"Tisler, T; Jemec, A; Mozetic, B; Trebse, P",hazard identification of imidacloprid to aquatic environment,CHEMOSPHERE,"The use of a very effective insecticide against sucking pests, neonicotinoid imidacloprid, has been increasing extensively. For this reason elevated concentrations are expected in aquatic environment. Despite this fact, there is still a lack of data available on its possible risk for the environment. In this study, the potential hazards of imidacloprid and its commercial product Confidor SL 200 to aquatic environment were identified by the acute and chronic toxicity assessment using bacteria Vibrio fischeri, algae Desmodesmus subspicatus, crustacean Daphnia magna, fish Danio, rerio and the ready biodegradability determination. We found out, that imidacloprid was not highly toxic to tested organisms in comparison to some other environmental pollutants tested in the same experimental set-up. Among the organisms tested, water flea D. magna proved to be the most sensitive species after a short-term (48 h EC50 = 56.6 mg L-1) and long-term exposure (21 d NOEC = 1.25 mg L-1). On the contrary, the intensified toxicity of Confidor SL 200 in comparison to analytical grade imidacloprid was observed in the case of algae and slight increase of its toxicity was detected testing daphnids and fish. The activities of cholinesterase, catalase and glutathione S-transferase of daphnids were not early biomarkers of exposure to imidacloprid and its commercial product. Imidacloprid was found persistent in water samples and not readily biodegradable in aquatic environment. Due to increased future predicted use of commercial products containing imidacloprid and the findings of this work, we recommend additional toxicity and biodegradability studies of other commercial products with imidacloprid as an active constituent. (C) 2009 Elsevier Ltd. All rights reserved.",2009,76,907,914,http://dx.doi.org/10.1016/j.chemosphere.2009.05.002,YES,YES,NO,OXIDATIVE STRESS,n/a
wos24,Guy,YES,"van de Merwe, JP; Neale, PA; Melvin, SD; Leusch, FDL",in vitro bioassays reveal that additives are significant contributors to the toxicity of commercial household pesticides,AQUATIC TOXICOLOGY,"Pesticides commonly used around households can contain additives of unknown concentrations and toxicity. Given the likelihood of these chemicals washing into urban waterways, it is important to understand the effects that these additives may have on aquatic organisms. The aim of this study was to compare the toxicity of commercially available household pesticides to that of the active ingredient(s) alone. The toxicity of five household pesticides (three herbicides and two insecticides) was investigated using a bacterial cytotoxicity bioassay and an algal photosynthesis bioassay. The commercial products were up to an order of magnitude more toxic than the active ingredient(s) alone. In addition, two commercial products with the same listed active ingredients in the same ratio had a 600 x difference in potency. These results clearly demonstrate that additives in commercial formulations are significant contributors to the toxicity of household pesticides. The toxicity of pesticides in aquatic systems is therefore likely underestimated by conventional chemical monitoring and risk assessment when only the active ingredients are considered. Regulators and customers should require more clarity from pesticide manufacturers about the nature and concentrations of not only the active ingredients, but also additives used in commercial formulations. In addition, monitoring programmes and chemical risk assessments schemes should develop a structured approach to assessing the toxic effects of commercial formulations, including additives, rather than simply those of the listed active ingredients.",2018,199,263,268,http://dx.doi.org/10.1016/j.aquatox.2018.03.033,YES,YES,NO,n/a,bacteria and algae
wos290,Guy,YES,"Mansano, AS; Moreira, RA; Dornfeld, HC; Freitas, EC; Vieira, EM; Daam, MA; Rocha, O; Seleghim, MHR",individual and mixture toxicity of carbofuran and diuron to the protozoan paramecium caudatum and the cladoceran ceriodaphnia silvestrii,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"The toxicity of the insecticide carbofuran and herbicide diuron (individually and in mixture) to the invertebrates Paramecium caudatum and Ceriodaphnia silvestrii was evaluated. Acute and chronic toxicity tests were carried out with the diuron and carbofuran active ingredients and their commercial products, Diuron Nortox (R) 500 SC and Furadan (R) 350 SC, respectively. Individual toxicity tests showed that C. silvestrii was more sensitive to both carbofuran and diuron than P. caudatum. In single exposures, both pesticides caused adverse effects to C. silvestrii in environmentally relevant concentrations (48 h EC50 = 0.001 mg L-1 and 8 d LOEC = 0.00038 mg L-1 for formulated carbofuran; 8 d LOEC < 0.05 mg L-1 for formulated diuron). For P. caudatum, carbofuran and diuron in single exposures were only slightly toxic (24 h IC50 = 5.1 mg L-1 and 6.9 mg L-1 for formulated carbofuran and diuron, respectively). Acute and chronic exposures to diuron and carbofuran mixtures caused significant deviations of the toxicity predicted by the Concentration Addition and Independent Action reference models for both test species. For the protozoan P. caudatum, a dose-dependent deviation was verified for mortality, with synergism caused mainly by carbofuran and antagonism caused mainly by diuron. For protozoan population growth, however, an antagonistic deviation was observed when the active ingredient mixtures were tested. In the case of C. silvestrii, antagonism at low concentrations and synergism at high concentrations were revealed after acute exposure to active ingredient mixtures, whereas for reproduction an antagonistic deviation was found. Commercial formulation mixtures presented significantly higher toxicity than the active ingredient mixtures. Our results showed that carbofuran and diuron interact and cause different toxic responses than those predicted by the individually tested compounds. Their mixture toxicity should therefore be considered in risk assessments as these pesticides are likely to be present simultaneously in edge-of-field waterbodies.",2020,201,NA,NA,http://dx.doi.org/10.1016/j.ecoenv.2020.110829,YES,YES,NO,n/a,unicellular ciliates
wos194,Guy,YES,"Dinamarca, VM; Hidalgo, ME; Cavieres, MF",lack of effects of 24 dichlorophenoxyacetic acid administration on markers of oxidative stress during early pregnancy in mice,TOXICOLOGY,"Induction of oxidative stress by 2,4-dichlorophenoxyacetic acid (2,4-D) both as a pure compound and in commercial formulation was investigated during early pregnancy in mice. Pregnant animals were exposed to increasing doses of the herbicide (0.01, 0.1 and 100 mg/kg/d) during gestation days 0-9, after which animals were euthanized and their blood analyzed for catalase activity, thiobarbituric acid reactive substances (TBARs) and total antioxidant capacity (TAC). Number of corpora lutea and uterine implantations and resorptions were also determined. Herbicide exposure did not cause any overt signs of maternal toxicity at any of the doses administered; neither did it cause an effect on developmental parameters. Catalase activity and TBARs were not modified by herbicide exposure although TAC was significantly decreased at 100 mg/kg/d of both pure and formulated compound. Thus, 2,4-D does not seem to induce oxidative stress during early pregnancy in mice at the doses administered, indicating that this mechanism is probably not involved in mediating herbicide toxicity at these dose levels. Furthermore, since no manifestations of developmental toxicity were observed after administration of the herbicide, it is also possible that 2,4-D may not produce any early developmental toxicity at the low environmentally relevant doses tested in this animal model. (c) 2007 Elsevier Ireland Ltd. All rights reserved.",2007,237,104,110,http://dx.doi.org/10.1016/j.tox.2007.05.002,YES,YES,NO,OXIDATIVE STRESS,"everything was non-toxic, think about how to include this."
wos163,Guy,YES,"Agostini, MG; Natale, GS; Ronco, AE",lethal and sublethal effects of cypermethrin to hypsiboas pulchellus tadpoles,ECOTOXICOLOGY,"The study of the effects of the insecticide cypermethrin (CY) technical grade and its SherpaA (R) commercial formulation on Hypsiboas pulchellus tadpoles assessing lethality, behavior, growth, and abnormalities under standardized laboratory conditions is reported. Observed behaviors were identified and categorized by means of a ranking system according to the loss of mobility. Results of acute lethal effects indicate higher potency for SherpaA (R) at this level of assessment. All effects on behavior showed an increasing degree of injury as insecticide concentration increased. Organisms exposed to technical grade CY showed lower body length with respect to controls from 3.44 A mu g CY/L to higher concentrations, whereas those exposed to SherpaA (R) exhibited lower growth from 0.83 A mu g CY/L. Both forms of the tested insecticide caused abnormalities between 0.34 and 4.18 A mu g CY/L, but 100% of malformed individuals was detected from 34.4 A mu g CY/L for those exposed to the technical grade CY, and from 8.36 A mu g CY/L for those exposed to SherpaA (R). This study proposes the use of easily identifiable and distinguishable sublethal end-points. The high input loads of CY in natural environments, the detected concentrations in the field, in addition to the low levels of this insecticide required to induce sublethal effects (which could eventually lead to death), allow for the conclusion that the insecticide is a risk factor for amphibians inhabiting agroecosystems.",2010,19,1545,1550,http://dx.doi.org/10.1007/s10646-010-0539-3,YES,YES,NO,BEHAVIOUR/MORPHOLOGY/GROWTH,n/a
wos1790,Guy,YES,"Rawi, SM; Al-Logmani, AS; Hamza, RZ",neurological alterations induced by formulated imidacloprid toxicity in japanese quails,METABOLIC BRAIN DISEASE,"Agrochemical risk assessment that takes into account only pesticide active ingredients without the spray adjuvants will miss important toxicity outcomes detrimental to non-target species including birds. In the present study toxicity of imidacloprid (IMI) pesticide was evaluated individually and in a mixture with polyethylene glycol (PEG-600) as adjuvant against Japanese quails. Oral intubation was used to obtain concentration-mortality data. Oral intubation was used to obtain concentration-mortality data. Treatments of quails for 24h with different doses leading to the calculation of LC50 values. PEG enhances the pesticide efficacy and the LD50 value of IMI was 17.02mg/Kg(1), and in combination with PEG it was 15.98mg/kg(-1). In the second phase of the study, the effects of a single acute dose of IMI (1/4 LD50) individually or in a mixture with PEG has a potent effect on the activity of plasma AChE and brain monoamines transmitters. However, the addition of PEG-adjuvant to the selected insecticide has shown more toxic potential, more highly significant decreases in AChE activity and different changes in cortical monoamines concentration. In the present study the maximum significant inhibition of AChE activity, was recorded post 72h exposure to IMI individually and 96h in a mixture with PEG and exhibited -37.56% and -32.65% decreases, respectively. Moreover, the oral intubation of IMI individually or in a mixture with PEG caused a significant elevation in the quail cortical NE and 5-HT. The result also showed while the mixture of IMI+PEG induced the more potent effect in DA alterations, IMI individually was more effective in 5-HT changes. Our findings also indicated that PEG exposure induced remarkable changes in the studied monoamines level and the values were significant throughout the tested periods in DA. Moreover, the studied dose level was vigorously affected quail brain cerebral cortex histological structure. When administered individually or in a mixture with PEG, IMI disclosed neural congestion, neuronal degeneration, pyknosis and perivascular cuffing with glial cells.",2019,34,443,450,http://dx.doi.org/10.1007/s11011-018-0377-1,YES,YES,NO,NEUROTOXICITY/HISTOPATHOLOGY,n/a
wos292,Guy,YES,"Gomes, SIL; Scott-Fordsmand, JJ; Campos, EVR; Grillo, R; Fraceto, LF; Amorim, MJB",on the safety of nanoformulations to non target soil invertebrates   an atrazine case study,ENVIRONMENTAL SCIENCE-NANO,"The use of nanotechnology in the agrochemical sector aims to increase pesticide efficiency, and at the same time provide more targeted delivery, reducing the application volume and thus its environmental footprint. However, the possible risks of these new nanopesticides to non-target organisms are still sparsely investigated. The aim of the present study was to investigate the effects of a nanoformulation of atrazine (nano_ATZ) to non-target soil invertebrates. The effect was compared with the commercial formulation (Gesaprim (R)) and atrazine (the pure active ingredient, a.i.), using the a.i. in a field concentration range using the soil invertebrate, Enchytraeus crypticus (Oligochaeta) as the non-target organisms. The endpoints evaluated included avoidance behaviour (2d), hatching success (11d), survival and reproduction (based on both the standard enchytraeid reproduction test (28d) and on the full life cycle test (46d)). Results showed that enchytraeids avoided soil spiked with Gesaprim and atrazine (a.i.), but not nano_ATZ. While all tested atrazine forms affected the hatching success (11d, early development stage), the toxicity in later stages, as measured in terms of survival and reproduction (46d) showed that Gesaprim was the least toxic (EC10 ca. 200 mg kg(-1)), followed by nano_ATZ (EC10 ca. 180 mg kg(-1)) and atrazine (a.i.) (EC10 ca. 100 mg kg(-1)). These findings are important to nanopesticide regulatory purposes, showing the potential effects of nanoformulation compared to the current commercial non-nano ATZ in a.i. field concentrations, and that information on additional test species and exposure routes are missing, as well as the longer term consequences.",2019,6,1950,1958,http://dx.doi.org/10.1039/c9en00242a,YES,YES,NO,AVOIDANCE/REPRODUCTION,n/a
scopus2715,Guy,YES,Slattery M.; Harper B.; Harper S.,pesticide encapsulation at the nanoscale drives changes to the hydrophobic partitioning and toxicity of an active ingredient,Nanomaterials,"Given the costs associated with designing novel active ingredients, new formulations focus on the use of other ingredients to modify existing formulations. Nanosized encapsulated pesticides offer a variety of enhanced features including controlled release and improved efficacy. Despite the presence of nanosized capsules in current-use pesticide formulations, the analytical and toxicological implications of encapsulation are uncertain. To explore this issue quantitatively, we fractionated the capsules of a commercially available encapsulated insecticide formulation (γ-cyhalothrin active ingredient) into two size ranges: a large fraction (LF), with an average hydrodynamic diameter (HDD) of 758 nm, and a small fraction (SF), with an average HDD of 449 nm. We developed a novel extraction method demonstrating a time-dependent inhibition of γ-cyhalothrin from capsules for up to 48 h. An acute immobilization test with a freshwater macroinvertebrate (Ceriodaphnia dubia) revealed that the SF was significantly more toxic than both the LF and the free γ-cyhalothrin treatment (EC50 = 0.18 µg/L, 0.57 µg/L, and 0.65 µg/L, respectively). These findings highlight that encapsulation of γ-cyhalothrin mitigates hydrophobic partitioning in a time-dependent manner and influences toxicity in a size-dependent manner. Recognizing the analytical and toxicological nuances of various nanosized capsules can contribute to innovation in pesticide formulations and may lead to more comprehensive pesticide regulation. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",2019,9,NA,NA,10.3390/nano9010081,YES,YES,NO,n/a,n/a
scopus1365,Guy,YES,Li B.; Li H.; Pang X.; Cui K.; Lin J.; Liu F.; Mu W.,quaternary ammonium cationic surfactants increase bioactivity of indoxacarb on pests and toxicological risk to daphnia magna,Ecotoxicology and Environmental Safety,"Agricultural researchers have always been pursuing synergistic technique for pest control. To evaluate the combined effects of quaternary ammonium compounds (QACs) and indoxacarb, their independent and joint toxicities to two insects, Spodoptera exigua and Agrotis ipsilon, and the aquatic organism, Daphnia magna, were determined. Results showed that all of five tested QACs increased the toxicity of indoxacarb to S. exigua and A. ipsilon. Both of benzyldimethyltetradecylammonium chloride (TDBAC) and benzododecinium chloride (DDBAC) exhibited significantly increased toxicities to S. exigua with synergic ratios of 11.59 and 6.55, while that to A. ipsilon were 2.60 and 3.45, respectively. When exposed to binary mixtures of QACs and indoxacarb, there was synergism on D. magna when using additive index and concentration addition methods, but only TDBAC, STAC and ODDAC showed synergistic effect in the equivalent curve method. The results indicate that the surfactants can be used as the synergists of indoxacarb in the control of Lepidoptera pests. However, their environmental risks should not be neglected owing to the high toxicity of all mixtures of indoxacarb and five QACs to D. magna. © 2017 Elsevier Inc.",2018,149,190,196,10.1016/j.ecoenv.2017.11.038,YES,YES,NO,NO,ai vs ai + surfactants. Would have to add total mg/l together for each chemical.
scopus3665,Guy,YES,Rao D.M.; Murty A.S.; Ananda Swarup P.,relative toxicity of technical grade and formulated carbaryl and 1 naphthol to and carbaryl induced biochemical changes in the fish cirrhinus mrigala,"Environmental Pollution. Series A, Ecological and Biological","In a study on the relative toxicity of technical grade material and formulations of carbaryl and its primary degradation product (1-naphthol), to the fish Cirrhinus mrigala, 1-naphthol was found to be the most toxic followed by technical grade carbaryl, 85% wettable powder and 50% WP; the calculated 96-h LC50 values (with the 95% confidence limits in parentheses) were, respectively, 1·46 (1·3 to 1·6), 2·5 (1·9 to 3·2), 2 mg litre-1 carbaryl for 96 h, the protein metabolism was significantly altered in the brain, gills, kidney and muscle, the glycogen content of the liver was significantly increased and the lipid content of the brain was significantly lowered. © 1984.",1984,34,47,54,10.1016/0143-1471(84)90088-6,YES,YES,NO,n/a,n/a
scopus1816,Guy,YES,Moore L.J.; Fuentes L.; Rodgers J.H.; Bowerman W.W.; Yarrow G.K.; Chao W.Y.; Bridges Jr. W.C.,relative toxicity of the components of the original formulation of roundup ® to five north american anurans,Ecotoxicology and Environmental Safety,"The responses of five North American frog species that were exposed in an aqueous system to the original formulation of Roundup ® were compared. Carefully designed and un-confounded laboratory toxicity tests are crucial for accurate assessment of potential risks from the original formulation of Roundup ® to North American amphibians in aquatic environments. The formulated mixture of this herbicide as well as its components, isopropylamine (IPA) salt of glyphosate and the surfactant MON 0818 (containing polyethoxylated tallowamine (POEA)) were separately tested in 96h acute toxicity tests with Gosner stage 25 larval anurans. Rana pipiens, R. clamitans, R. catesbeiana, Bufo fowleri, and Hyla chrysoscelis were reared from egg masses and exposed to a series of 11 concentrations of the original formulation of Roundup ® herbicide, nine concentrations of MON 0818 and three concentrations of IPA salt of glyphosate in static (non-renewal) aqueous laboratory tests. LC50 values are expressed as glyphosate acid equivalents (ae) or as mg/L for MON 0818 concentrations for comparison between the formulation and components. R. pipiens was the most sensitive of five species with 96h-LC50 values for formulation tests, for the five species, ranging from 1.80 to 4.22mg ae/L, and MON 0818 exposures with 96h-LC50 values ranging from 0.68 to 1.32mg/L. No significant mortality was observed during exposures of 96h for any of the five species exposed to glyphosate IPA salt at concentrations up to 100 times the predicted environmental concentration (PEC). These results agree with previous studies which have noted that the surfactant MON 0818 containing POEA contributes the majority of the toxicity to the herbicide formulations for fish, aquatic invertebrates, and amphibians. These study results suggest that anurans are among the most sensitive species, and emphasize the importance of testing the herbicide formulation in addition to its separate components to accurately characterize the toxicity and potential risk of the formulation. © 2011 Elsevier Inc.",2012,78,128,133,10.1016/j.ecoenv.2011.11.025,YES,YES,NO,n/a,n/a
scopus3756,Guy,YES,Devi A.P.; Rato D.M.R.; Tilak K.S.; Murty A.S.,relative toxicity of the technical grade material isomers and formulations of endosulfan to the fish channa punctata,Bulletin of Environmental Contamination and Toxicology,[No abstract available],1981,27,239,243,10.1007/BF01611015,YES,YES,NO,n/a,n/a
wos172,Guy,YES,"Rocha, O; Neto, AJG; Lima, JCD; Freitas, EC; Miguel, M; Mansano, AD; Moreira, RA; Daam, MA",sensitivities of three tropical indigenous freshwater invertebrates to single and mixture exposures of diuron and carbofuran and their commercial formulations,ECOTOXICOLOGY,"As compared to their temperate counterparts, few toxicity tests have been conducted so far into the evaluation of the sensitivity of indigenous tropical species to pesticides. Especially mixture toxicity assessments appear to be scarce. To contribute to increase our knowledge in this arena, we evaluated the acute toxicity of diuron and carbofuran and their mixtures to the neotropical oligochaetes Allonais inaequalis and Dero furcatus, and the ostracod Strandesia trispinosa. Tests were performed with both the pure active ingredients, as well as their formulated products. The toxicity of the latter to the three test organisms was generally greater than that of the pure active ingredients, although absolute differences were rather small. The sensitivity of the indigenous species was slightly greater than temperate test species from the same taxonomic groups. The concentration addition conceptual model best described the results of the mixture toxicity data. Derived deviations of this model appeared to be dependent on the test organism and as to whether the pesticides were applied as active ingredients or their commercial products. Reported field concentrations of the two pesticides indicate risks to freshwater biota, especially if they are both present. The test species used in the present study are concluded to be suitable candidates as surrogate test organisms in local pesticide risk evaluations.",2018,27,834,844,http://dx.doi.org/10.1007/s10646-018-1921-9,YES,YES,NO,n/a,n/a
wos1164,Guy,YES,"Bao, HB; Shao, XS; Zhang, YX; Deng, YY; Xu, XY; Liu, ZW; Li, Z",specific synergist for neonicotinoid insecticides: ippa08 a cis neonicotinoid compound with a unique oxabridged substructure,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"Insecticide synergists are key components to increase the control efficacy and reduce active ingredient use. Here, we describe a novel insecticide synergist with activity specific for insecticidal neonicotinoids. The synergist IPPA08, a cis configuration neonicotinoid compound with a unique oxabridged substructure, could increase the toxicity of most neonicotinoid insecticides belonging to the Insecticide Resistance Action Committee (IRAC) 4A subgroup against a range of insect species, although IPPA08 itself was almost inactive to insects at synergistic concentrations. Unfortunately, similar effects were observed on the honey bee (Apis mellifera) and the brown planthopper (Nilaparvata lugens), resistant to imidacloprid. IPPA08 did not show any effects on toxicity of insecticides with different targets, which made us define it as a neonicotinoid-specific synergist. Unlike most insecticide synergists, by inhibition of activities of detoxification enzymes, IPPA08 showed no effects on enzyme activities. The results revealed that IPPA08 worked as a synergist through a distinct way. Although the modulating insect nicotinic acetylcholine receptors (nAChRs, targets of neonicotinoid insecticides) were supposed as a possible mode of action for IPPA08 as a neonicotinoid-specific synergist, direct evidence is needed in further studies. In insect pest control, IPPA08 acts as a target synergist to increase neonicotinoid toxicity and reduce the amount of neonicotinoid used. Combinations of IPPA08 and insecticidal neonicotinoids may be developed into new insecticide formulations. In summary, combining an active ingredient with a custom synergist appears to be a very promising approach for the development of effective new insecticide products.",2016,64,5148,5155,http://dx.doi.org/10.1021/acs.jafc.6b01512,YES,YES,NO,n/a,this is investigating a synergist so I don't think this should be included. Maybe just stick to ai vs formulation comparison strictly. 
wos278,Guy,YES,"Aronzon, CM; Sandoval, MT; Herkovits, J; Perez-Coll, CS",stage dependent toxicity of 24 dichlorophenoxyacetic on the embryonic development of a south american toad rhinella arenarum,ENVIRONMENTAL TOXICOLOGY,"The acute and short term chronic toxicity of both the herbicide butyl ester of 2,4-Dichlorophenoxyacetic acid (2,4-D) and a commercial formulation (CF) were evaluated on Rhinella (= Bufo) arenarum embryos at different developmental stages. Adverse effects were analyzed by means of the isotoxicity curves for lethality, malformations, stage-dependent susceptibility, and ultrastructural features. For all experimental conditions, the CF was more toxic, up to 10 times, than the active ingredient, being the open mouth stage (S. 21) the most susceptible to the herbicide. For continuous treatment conditions, the early embryonic development was the most susceptible to 2,4-D and the LC50s for 96 and 168 h were 9.06 and 7.76 mg L(-1) respectively. In addition, both the active ingredient and the CF were highly teratogenic, resulting in reduced body size, delayed development, microcephaly, agenesis of gills, and abnormal cellular proliferation processes as the main adverse effects. According to US EPA, 2,4-D in agricultural scenarios may be up to three times higher than the NOEC values for teratogenic effects reported in this study. Therefore, they might represent a risk for amphibians. This study also points out the relevance of reporting the susceptibility of embryos at different developmental stages to both the active ingredient and the CF of agrochemicals in order to protect nontarget organisms. (C) 2010 Wiley Periodicals, Inc. Environ Toxicol 26: 373-381, 2011.",2011,26,373,381,http://dx.doi.org/10.1002/tox.20564,YES,YES,NO,DEVELOPMENT,mostly embryotoxicity but s.25 is larval stage (operculum complete is larvae). 
wos226,Guy,YES,"Beggel, S; Werner, I; Connon, RE; Geist, JP",sublethal toxicity of commercial insecticide formulations and their active ingredients to larval fathead minnow (pimephales promelas),SCIENCE OF THE TOTAL ENVIRONMENT,"Toxic effect concentrations of insecticides are generally determined using the technical grade or pure active ingredient. Commercial insecticide formulations, however, contain a significant proportion (>90%) of so-called inert ingredients, which may alter the toxicity of the active ingredient(s). This study compares the sublethal toxicity of two insecticides, the pyrethroid bifenthrin, and the phenylpyrazole fipronil, to their commercial formulations, Talstar (R) and Termidor (R). Both insecticides are used for landscape treatment and structural pest control, and can be transported into surface water bodies via stormwater and irrigation runoff. We used larval fathead minnow (Pimephales promelas), to determine effects on growth and swimming performance after short-term (24 h) exposure to sublethal concentrations of pure insecticides and the respective formulations. Significantly enhanced 7 d growth was observed at 10% of the 24 h LC10 (53 mu g L-1) fipronil. Swimming performance was significantly impaired at 20% of the 24 h LC10 (0.14 mu g L-1) of bifenthrin and 10% of the 24 h LC10 of Talstare (0.03 mu g L-1). Fipronil and Termidor led to a significant impairment of swimming performance at 142 mu g L-1 and 148 mu g L-1 respectively, with more pronounced effects for the formulation. Our data shows that based on dissolved concentrations both formulations were more toxic than the pure active ingredients, suggesting that increased toxicity due to inert ingredients should be considered in risk assessments and regulation of insecticides. (C) 2010 Elsevier B.V. All rights reserved.",2010,408,3169,3175,http://dx.doi.org/10.1016/j.scitotenv.2010.04.004,YES,YES,NO,GROWTH/BEHAVIOUR,n/a
scopus387,Guy,YES,Robertson E.B.; Bunting D.L.,the acute toxicity of four herbicides to 0 4 hour nauplii of cyclops vernalis fisher (copepoda cyclopoida),Bulletin of Environmental Contamination and Toxicology,"1) When compared with published data Cyclops vernalis Fisher was found to be among the most sensitive crustaceans when exposed to amitrole-T and 2,4-D (free acid). 2) The toxiclty of amitrole to C. vernalis was somewhat less than published data for Daphnia magna. The 2,4-D (salt) was shown to be less toxic to C. vernalis than reported toxicity for Lepomis macrochirus. 3) The toxicity of the commercial formulations was not dependent on the active ingredient content. Amitrole-T with 20 percent active ingredient proved to be more toxic than reagent grade amitrole. The alkanolamine salt of 2,4-D was less toxic than 2,4-D (free acid) to an extent much greater than could be expected from the examination of the acid equivalent of 2,4-D (salt). 4) Each of the herbicides examined apparently exhibited more than one mode of toxic action. This was demonstrated by the time-mortality data. 5) The method used here would be useful in the determination of effects other than mortality such as instar lengths, rates of molting and susceptability of different naupliar stages to stress factors. © 1976 Springer-Verlag New York Inc.",1976,16,682,688,10.1007/BF01685573,YES,YES,NO,DEVELOPMENT,n/a
