STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI,MORTALITY_SURVIVAL_ORGANISM_VIABILITY,LD50_WITH_CI_AVAILABLE,DATA_REQUEST_REQUIRED,OTHER_ENDPOINTS_STUDIED,COMMENTS
scopus911,Guy,YES,Li Y.; Zhang Q.; Dai S.,impact of aldicarb and its complex pollution on dna of zebrafish embryo,Chinese Journal of Applied Ecology,"This paper deals with the impact of a complex pollution system composed of a very toxic carbamate pesticide, aldicarb and the widely used anionic surfactant, sodium dodecylbenzenesulfonate (SDBS), on DNA of zebrafish (Brachydanio rerio) embryo. The results indicated that DNA damage caused by aldicarb became more serious with its increasing concentration, but single-strand break caused by aldicarb in low concentration and short time could be repaired, and high concentration led to double-strand break which was difficult to repaire. SDBS in certain concentration (20 mg · L-1) could reduce the toxicity of aldicarb in the complex pollution system.",2003,14,982,984,,NO,NO,NO,GENOTOXICITY,n/a
wos845,Guy,YES,"Le Du-Carree, J; Morin, T; Danion, M",impact of chronic exposure of rainbow trout oncorhynchus mykiss to low doses of glyphosate or glyphosate based herbicides,AQUATIC TOXICOLOGY,"Glyphosate is an herbicidal active substance (AS) entering in the composition of a large diversity of pesticide products (glyphosate-based herbicides; GBH) used in modern intensive agriculture. This compound has a favorable environmental safety profile but was suspected to induce deleterious effects in aquatic organisms, with a potential effect of some associated co-formulants. This study aimed to assess the impact of direct and chronic exposure to glyphosate on the health status of rainbow trout, Oncorhynchus mykiss. A total of 36 genitors were exposed daily for 10 months to a dose of glyphosate representative of environmental concentrations (around 1 mu g L-1) using the AS alone or two GBHs formulations (i.e. Roundup Innovert (R) and Viaglif Larding) and findings were compared to an unexposed control group (n = 12). The effects of chemical exposure on the reproductive capacities, hemato-immunologic functions, energetic metabolism, oxidative stress and specific biomarkers of exposure were analyzed over a period of 4 months covering spawning. A limited mortality between 15% and 30% specific to the spawning occurred under all conditions. No differences were observed in reproduction parameters i.e. mean weights, relative fertility and fecundity. Red blood cell count, hematocrit index, mean corpuscular volume and white blood cell counts were similar for all the sampling dates. Significant changes were observed two months before spawning with a 70% decrease of the proportion of macrophages in trout exposed to Viaglif only and a reduction of 35% of the phagocytic activity in fish exposed to the two GBHs. Trends towards lower levels of expression of tumor necrosis factor-a (between 38% and 66%) were detected one month after the spawning for all contaminated conditions but without being statistically significant. Biomarkers of exposure, i.e. acetylcholine esterase and carbonic anhydrase activities, were not impacted and none of the chemical contaminants disturbed the oxidative stress or metabolism parameters measured. These results suggest that a 10 months exposure of rainbow trout to a concentration of 1 mu g L-1 of glyphosate administered using the pure active substance or two GBHs did not significantly modify their global health including during the spawning period. The immunological disturbances observed will need to be further explored because they could have a major impact in response to infectious stress.",2021,230,NA,NA,http://dx.doi.org/10.1016/j.aquatox.2020.105687,YES,NO,NO,GROWTH/REPRODUCTION/IMMUNE/OXIDATIVE STRESS,"one concentration tested, data not shown."
nagycited69,Guy,YES,"Bataillard, Danae; Christe, Philippe; Pigeault, Romain",impact of field realistic doses of glyphosate and nutritional stress on mosquito life history traits and susceptibility to malaria parasite infection,ECOLOGY AND EVOLUTION,"Glyphosate is the world's most widely used herbicide. The commercial success of this molecule is due to its nonselectivity and its action, which would supposedly target specific biosynthetic pathways found mainly in plants. Multiple studies have however provided evidence for high sensitivity of many nontarget species to glyphosate and/or to formulations (glyphosate mixed with surfactants). This herbicide, found at significant levels in aquatic systems through surface runoffs, impacts life history traits and immune parameters of several aquatic invertebrates' species, including disease-vector mosquitoes. Mosquitoes, from hatching to emergence, are exposed to aquatic chemical contaminants. In this study, we first compared the toxicity of pure glyphosate to the toxicity of glyphosate-based formulations for the main vector of avian malaria in Europe, Culex pipiens mosquito. Then we evaluated, for the first time, how field-realistic dose of glyphosate interacts with larval nutritional stress to alter mosquito life history traits and susceptibility to avian malaria parasite infection. Our results show that exposure of larvae to field-realistic doses of glyphosate, pure or in formulation, did not affect larval survival rate, adult size, and female fecundity. One of our two experimental blocks showed, however, that exposure to glyphosate decreased development time and reduced mosquito infection probability by malaria parasite. Interestingly, the effect on malaria infection was lost when the larvae were also subjected to a nutritional stress, probably due to a lower ingestion of glyphosate.",2020,10,5079,5088,10.1002/ece3.6261,YES,NO,NO,DEVELOPMENT,two concentrations of each pesticide tested
wos176,Guy,YES,"Nebeker, AV; Schuytema, GS; Griffis, WL; Cataldo, A",impact of guthion on survival and growth of the frog pseudacris regilla and the salamanders ambystoma gracile and ambystoma maculatum,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"The effects of the insecticides Guthion (technical grade) and Guthion 2S (commercial formulation) on survival and growth of tadpoles of the Pacific treefrog Pseudacris regilla, and larvae of the Northwestern salamander Ambystoma gracile and the spotted salamander Ambystoma maculatum were determined in continuous-flow exposures in the laboratory. Ninety-six-hour LC50 values were >3.6 mg/L for P. regilla with technical grade Guthion and 1.47 mg/L with the formulation Guthion 2S (measured as active ingredient Guthion). Ten-day LOAEL and NOAEL values based on length and weight for P. regilla with Guthion were 3.60 and 0.98 mg/L. LOAEL and NOAEL values based on length and weight for P. regilla with Guthion 2S were 0.17 and 0.07 mg/L. The 96-h LC50 for Guthion 2S was 1.67 and 1.90 mg/L for A. gracile and A. maculatum, respectively. LOAEL and NOAEL values based on length and weight for A. gracile with Guthion 2S were 0.22 and 0.10 mg/L; they were 0.11 and 0.03 mg/L for A. maculatum based on weight. These species are as similar in sensitivity as some fish species but are more tolerant to Guthion than most invertebrates.",1998,35,48,51,http://dx.doi.org/10.1007/s002449900347,NO,NO,NO,n/a,ai/formulation comparison not performed on tadpoles of the same age. One 3w the other 5w. Exclude
wos1443,Guy,YES,"Rodrigues, LD; Costa, GG; Tha, EL; da Silva, LR; de Oliveira, R; Leme, DM; Cestari, MM; Grisolia, CK; Valadares, MC; de Oliveira, GAR",impact of the glyphosate based commercial herbicide its components and its metabolite ampa on non target aquatic organisms,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,"Glyphosate (GLY) is the active ingredient of several herbicide formulations widely used to control weeds in agricultural and non-agricultural areas. Due to the intensive use of GLY-based herbicides and their direct application on soils, some of their components, including the active ingredient, may reach the aquatic environment through direct run-off and leaching. The present study assessed the acute toxicity and genotoxicity of the GLY-based formulation Atanor 48 (ATN) and its major constituents GLY, surfactant polyethoxylated tallow amine (POEA), as well as the main metabolite of GLY aminomethylphosphonic acid (AMPA) on non-target aquatic organisms. The toxic effects of these chemicals were evaluated in the fish embryo acute toxicity test with zebrafish (Danio rerio), while genotoxic effects were investigated in the comet assays with cells from zebrafish larvae and rainbow trout gonad-2 (RTG-2). GLY and AMPA caused no acute toxic effect, while ATN and POEA induced significant lethal effects in zebrafish (LC50-96 h 76.50 mg/L and 5.49 mg/L, respectively). All compounds were genotoxic in comet experiments with zebrafish larvae (LOEC 1.7 mg/L for GLY, ATN, AMPA and 0.4 mg/L for POEA). Unlike in vivo, only POEA induced DNA damage in RTG-2 cells (LOEC 1.6 mg/L), suggesting that it is a direct acting genotoxic agent. In summary, these data indicate that the lethal effects on zebrafish early-life stages can be ranked in the following order from most to least toxic: surfactant POEA > formulation ATN > active ingredient GLY approximate to metabolite AMPA. Genotoxic effects were observed in both RTG-2 cells (only POEA) and zebrafish (all test compounds) with the lowest tested concentrations. Therefore, it is important to evaluate different toxicological endpoints as well as use different non-target organisms to predict the hazards of GLY-based formulations and their components and breakdown product to aquatic biota.",2019,842,94,101,http://dx.doi.org/10.1016/j.mrgentox.2019.05.002,YES,NO,YES,GENOTOXICITY,calculated CIs but didn't report them.
wos653,Guy,YES,"DeQuattro, ZA; Karasov, WH",impacts of 24 dichlorophenoxyacetic acid aquatic herbicide formulations on reproduction and development of the fathead minnow (pimephales promelas),ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"The authors studied the effects of 2 formulations of 2,4-dichlorophenoxyacetic acid, dimethylamine salt (2,4-D) herbicide on fathead minnow reproduction, embryonic development, and larval survival. Groups of reproductively mature fathead minnows were exposed for 28 d to 0.00 ppm, 0.05 ppm, 0.50 ppm, and 2.00 ppm 2,4-D (target) in a flow-through system. Weedestroy(R) AM40 significantly (p <= 0.05) depressed male tubercle presence and significantly increased female gonadosomatic index, and there were statistical trends (0.05 <= p <= 0.10) for effects on fecundity and hepatic vitellogenin mRNA expression in females and males. The herbicide DMA(R) 4 IVM also significantly depressed male tubercle presence. Gonads of females exposed to DMA 4 IVM exhibited significantly depressed stage of oocyte maturation, significantly increased severity of oocyte atresia, and a significant presence of an unidentified tissue type. Also, DMA 4 IVM significantly decreased larval survival. It had no impact on hepatic vitellogenin mRNA expression or gonadosomatic index. No significant effects on fertilization, hatchability, or embryonic development were observed in either trial. The formulations tested exhibited different toxicological profiles from pure 2,4-D. These data suggest that the formulations have the potential for endocrine disruption and can exert some degree of chronic toxicity. The present use of 2,4-D formulations in lake management practices and their permitting based on the toxicological profile of 2,4-D pure compound should be reconsidered. (C) 2015 SETAC",2016,35,1478,1488,http://dx.doi.org/10.1002/etc.3293,n/a,n/a,n/a,n/a,comparison of interest not performed.
wos722,Guy,YES,"Torres-Badia, M; Solar-Malaga, S; Martin-Hidalgo, D; de Llera, AH; Gomez-Candelo, A; Garcia-Marin, LJ; Gonzalez-Fernandez, L; Bragado, MJ",impaired mammalian sperm function and lower phosphorylation signaling caused by the herbicide roundup (r) ultra plus are due to its surfactant component,THERIOGENOLOGY,"The use of worldwide glyphosate-based herbicide Roundup (R) is growing and to date its effects on mammalian spermatozoa are controversial. This study aims to investigate the functional impact of in vitro exposure of pig spermatozoa to low concentrations of Roundup (R) Ultra Plus (RUP), similar to those present as environment contaminants, to its active ingredient glyphosate, and to the non-active component, surfactant polyoxyethyleneamine (POEA). Pig spermatozoa were incubated in Tyrode's basal medium (TBM) or Tyrode's complete medium (TCM) (1 h at 38.5 degrees C) with several RUP dilutions or equivalent concentrations of glyphosate or POEA. RUP treatment causes a significant dilution-dependent decrease in sperm motility, a significant increase in plasma membrane disorganization and reduction in GSK3 beta phosphorylation (TBM) and in two PKA substrates (TBM and TCM), whereas does not affect sperm viability or mitochondrial membrane potential (MMP). Equivalent glyphosate concentrations do not affect any functional sperm parameters. However, POEA concentrations equivalent to RUP dilutions mimic all RUP sperm effects: decrease sperm motility in a concentration-dependent manner, increase sperm plasma membrane lipid disorder and significantly inhibit GSK3 beta phosphorylation (TBM) and two PKA substrates without affecting sperm viability or MMP. In summary, low concentrations RUP herbicide cause sperm motility impairment without affecting sperm viability. This adverse effect could be likely due to a detrimental effect in the plasma membrane lipid organization and to inhibition of phosphorylation of both, GSK3 beta and specific PKA substrates. Importantly, our results indicate that negative effects of low RUP concentrations in pig spermatozoa function are likely caused by the surfactant included in its formulation and no by its active ingredient glyphosate. (C) 2021 Elsevier Inc. All rights reserved.",2021,172,55,66,http://dx.doi.org/10.1016/j.theriogenology.2021.05.026,NO,NO,NO,SPERM MOTILITY,n/a
wos24,Guy,YES,"van de Merwe, JP; Neale, PA; Melvin, SD; Leusch, FDL",in vitro bioassays reveal that additives are significant contributors to the toxicity of commercial household pesticides,AQUATIC TOXICOLOGY,"Pesticides commonly used around households can contain additives of unknown concentrations and toxicity. Given the likelihood of these chemicals washing into urban waterways, it is important to understand the effects that these additives may have on aquatic organisms. The aim of this study was to compare the toxicity of commercially available household pesticides to that of the active ingredient(s) alone. The toxicity of five household pesticides (three herbicides and two insecticides) was investigated using a bacterial cytotoxicity bioassay and an algal photosynthesis bioassay. The commercial products were up to an order of magnitude more toxic than the active ingredient(s) alone. In addition, two commercial products with the same listed active ingredients in the same ratio had a 600 x difference in potency. These results clearly demonstrate that additives in commercial formulations are significant contributors to the toxicity of household pesticides. The toxicity of pesticides in aquatic systems is therefore likely underestimated by conventional chemical monitoring and risk assessment when only the active ingredients are considered. Regulators and customers should require more clarity from pesticide manufacturers about the nature and concentrations of not only the active ingredients, but also additives used in commercial formulations. In addition, monitoring programmes and chemical risk assessments schemes should develop a structured approach to assessing the toxic effects of commercial formulations, including additives, rather than simply those of the listed active ingredients.",2018,199,263,268,http://dx.doi.org/10.1016/j.aquatox.2018.03.033,YES,YES,NO,n/a,bacteria and algae
wos171,Guy,YES,"Sanchez, MC; Sedo, CA; Chaufan, GR; Romanato, M; Da Cuna, R; Lo Nostro, F; Calvo, JC; Fontana, V",in vitro effects of endosulfan based insecticides on mammalian sperm,TOXICOLOGY RESEARCH,"Endosulfan is an organochloride insecticide extensively used in several countries to protect crops from pests. As several studies indicate that endosulfan can affect human and animal development, the aim of this study was to analyse whether sperm parameters and the process of chromatin decondensation could be altered by endosulfan in mice sperm. Spermatozoa from cauda epididymis were obtained from mature male mice and incubated in the presence of two commercial formulations (CFs) of endosulfan (Master (R) and Zebra Ciagro (R)) or the active ingredient (AI) alone. A significant decrease in the percentage motility and viability of spermatozoa with respect to controls was found. In vitro decondensation was performed in the presence of glutathione and heparin. Spermatozoa incubated with the AI, endosulfan Master (R) and endosulfan Zebra Ciagro (R) showed an increase in chromatin decondensation. In addition, the TUNEL assay showed that DNA fragmentation was significantly higher when sperm were incubated with either one of the CFs when compared to the AI or controls. The ultrastructure analysis of sperm cells showed evident changes in the structure of the plasma and acrosome membranes of sperm incubated with endosulfan AI or the CFs. These results suggest that endosulfan can affect sperm integrity and in vitro chromatin decondensation as well as DNA fragmentation.",2018,7,117,126,http://dx.doi.org/10.1039/c7tx00251c,NO,NO,NO,SPERM MOTILITY,n/a
wos1655,Guy,YES,"Gorga, A; Rindone, GM; Centola, CL; Sobarzo, C; Pellizzari, EH; Camberos, MD; Cigorraga, SB; Riera, MF; Galardo, MN; Meroni, SB",in vitro effects of glyphosate and roundup on sertoli cell physiology,TOXICOLOGY IN VITRO,"Roundup (R), a formulation that contains glyphosate (G) as the active ingredient, is a commonly used nonselective herbicide that has been proposed to affect male fertility. It is well known that an adequate Sertoli cell function is essential to maintain germ cell development. The aim of the present study was to analyze whether G and R are able to affect Sertoli cell functions, such as energy metabolism and blood-testis barrier (BTB) integrity. Sertoli cell cultures from 20-day-old rats were exposed to 10 and 100 ppm of G or R, doses which do not decrease cell viability. Neither G nor R caused impairment in lactate production or fatty acid oxidation. G and R decreased Transepithelial Electrical Resistance, which indicates the establishment of a Sertoli cell junction barrier. However, neither G nor R modified the expression of claudin11, ZO1 and occludin, proteins that constitute the BTB. Analysis of cellular distribution of claudin11 by immunofluorescence showed that G and R induced a delocalization of the signal from membrane to the cytoplasm. The results suggest that G and R could alter an important function of Sertoli cell such as BTB integrity and thus they could compromise the normal development of spermatogenesis.",2020,62,NA,NA,http://dx.doi.org/10.1016/j.tiv.2019.104682,NO,NO,NO,SPERM DEVELOPMENT,n/a
wos27,Guy,YES,"Mottier, A; Serpentini, A; Dallas, L; James, A; Lebel, JM; Costil, K",in vitro effects of glyphosate based herbicides and related adjuvants on primary culture of hemocytes from haliotis tuberculata,FISH & SHELLFISH IMMUNOLOGY,"Glyphosate-based herbicides are among the most produced and widely-used herbicides. Studies have shown that commercial formulations and adjuvants may be more toxic to non-target organisms than the active ingredients alone, but the mechanisms of action of these chemicals remain unclear. The aim of this study was to investigate the in vitro effects of glyphosate, a commercial formulation and adjuvant alone using primary culture of hemocytes from the European abalone Haliotis tuberculata, a commonly farmed shellfish. Glyphosate was found to have negligible effects on viability, phagocytic activities and lysosome stability even with very high doses (i.e. 100 mg L-1). By contrast, greater effects on viability were observed for the commercial formulation and adjuvant alone, with EC50 values of 41.42 mg L-1 and 1.85 mg L-1, respectively. These results demonstrate that the toxic sublethal effects (i.e. phagocytic activity and destabilization of lysosomal membranes) of formulated glyphosate came from adjuvants and suggest they may be related to cell and organelle membrane destabilization.",2020,100,1,8,http://dx.doi.org/10.1016/j.fsi.2020.02.058,NO,NO,NO,CYTOTOXICITY,n/a
coxcited74,Guy,YES,"Babel'ova, Janka; Sefcikova, Zuzana; Cikos, Stefan; Kovarikova, Veronika; Spirkova, Alexandra; Pisko, Jozef; Koppel, Juraj; Fabian, Dugan",in vitro exposure to pyrethroid based products disrupts development of mouse preimplantation embryos,TOXICOLOGY IN VITRO,"The objective of this study was to evaluate the potential toxicity of pyrethroids (deltamethrin, permethrin, fenvalerate, lambda-cyhalothrin), commercial pyrethroid-based products DECIS EW 50 (deltamethrin mixture), TOP SPOT ON STRONGER (permethrin mixture), as well as related secondary ingredients on mouse preimplantation embryo development.Two-cell stage embryos were in vitro cultured with addition of the listed chemicals until blastocyst formation. All active pyrethroids negatively affected embryonic development at 1000 mu M concentration. Decreased quality of obtained blastocysts in permethrin, fenvalerate and lambda-cyhalothrin-treated embryos was revealed as well. Deltamethrin showed harmful impact on embryo development at 100 mu M concentration. Lower concentrations of pyrethroids (1, 10 mu M) had no effect on embryo development.The presence of DECIS EW 50 containing deltamethrin at 100 mu M caused degeneration of all embryos. Similarly, TOP SPOT ON STRONGER containing 100 mu M of permethrin impaired embryonic development and quality of obtained blastocysts. Evaluated secondary ingredients (butylhydroxyanisol, butylhydroxytoluen, butylparaben and cyclohexanone) at corresponding concentrations showed damaging impact on preimplantation embryo development as well.Our results indicate that the embryotoxic potential of active pyrethroids is relatively low, whereas pyrethroid-based products have relatively high potential to impair mouse preimplantation development. Embryotoxicity of commercial products is probably attributable to the presence of secondary ingredients.",2019,57,184,193,10.1016/j.tiv.2019.03.009,NO,NO,NO,EMBRYOTOXICITY,n/a
scopus138,Guy,YES,Guhathakurta S.; Bhattacharya S.,in vitro inhibition of goat brain acetylcholinesterase by pure and commerical anticholinesterase pesticides,Ecotoxicology and Environmental Safety,"In vitro inhibition of goat cerebellar acetylcholinesterase by pure and commerical anticholinesterase pesticides clearly indicates a remarkably high inhibitory effect of commerical carbamate and organophosphate pesticides containing a lower percentage of the respective active ingredients comparable to that of the known anticholinesterase agents such as DFP and physostigmine. It may be presumed that injudicious use of commercial formulations conduce severe toxicity in the nontarget mammalian species, namely, goat, and this response of the brain acetylcholinesterase may be utilized as a reliable bioindicator of pesticidal contamination of the terrestrial environment. © 1989.",1989,17,16,20,10.1016/0147-6513(89)90004-3,NO,NO,NO,ENZYME ACTIVITY,n/a
scopus475,Guy,YES,Lin N.; Garry V.F.,in vitro studies of cellular and molecular developmental toxicity of adjuvants herbicides and fungicides commonly used in red river valley minnesota,Journal of Toxicology and Environmental Health - Part A,"Recent epidemiologic studies showed increased frequency of birth defects in pesticide applicators and general population of the Red River Valley, Minnesota. These studies further indicated that this crop growing area used more chlorophenoxy herbicides and fungicides than elsewhere in Minnesota. Based on frequency of use and known biology, certain herbicides, pesticide additives, fungicides, and mycotoxins are suspect agents. To define whether these agents affect developmental endpoints in vitro, 16 selected agrochemicals were examined using the MCF-7 breast cancer cell line. In the flow cytometric assay, cell proliferation in this estrogen-responsive cell line indicates xenobioticmediated estrogenic effects. Cell viability, morphology, ploidy, and apoptosis were incorporated in this assay. Data showed that the adjuvants X-77 and Activate Plus induced significant cell proliferation at 0.1 and 1 µg/ml. The commercial-grade herbicides 2,4-D LV4 and 2,4-D amine induced cell proliferation at 1 and 10 µg/ml. The reagent-grade 2,4-D products failed to induce proliferation over the same concentration range, suggesting that other ingredients in the commercial products, presumably adjuvants, could be a factor in these results. The fungicides triphenyltin and mancozeb induced apoptosis at concentrations of 4.1 µg/ml (10−5 M) and 50 µg/ml, respectively. Triphenyltin also induced aneuploidy (G2/M arrest) at 0.41 µg/ml (10−6 M). Data provide a mechanistic step to understanding human reproductive and developmental effects in populations exposed to these agrochemicals, and initiative to focusing limited resources for future in vivo animal developmental toxicity studies. © 2000 Taylor & Francis Group, LLC.",2000,60,423,439,10.1080/00984100050033494,NO,NO,NO,CYTOTOXICITY,n/a
wos218,Guy,YES,"Karzi, V; Tzatzarakis, MN; Alegakis, A; Vakonaki, E; Fragkiadoulaki, I; Kaloudis, K; Chalkiadaki, C; Apalaki, P; Panagiotopoulou, M; Kalliantasi, A; Kouretas, D; Docea, AO; Calina, D; Tsatsakis, A",in vivo estimation of the biological effects of endocrine disruptors in rabbits after combined and long term exposure: study protocol,TOXICS,"Recently, an increasing number of chemical compounds are being characterized as endocrine disruptors since they have been proven to interact with the endocrine system, which plays a crucial role in the maintenance of homeostasis. Glyphosate is the active substance of the herbicide Roundup (R), bisphenol A (BPA) and di (2-ethylhexyl) phthalate (DEHP) are used as plasticizers, while triclosan (TCS), methyl (MePB), propyl (PrPB), and butyl (BuPB) parabens are used as antimicrobial agents and preservatives mainly in personal care products. Studies indicate that exposure to these substances can affect humans causing developmental problems and problems in the endocrine, reproductive, nervous, immune, and respiratory systems. Although there are copious studies related to these substances, there are few in vivo studies related to combined exposure to these endocrine disruptors. The aim of the present pilot study is the investigation and assessment of the above substances' toxicity in rabbits after twelve months of exposure to glyphosate (both pure and commercial form) and to a mixture of all the above substances at subtoxic levels. The lack of data from the literature concerning rabbits' exposure to these substances and the restrictions of the 3Rs Principle will result in a limited number of animals available for use (four animals per group, twenty animals in total).",2022,10,NA,NA,http://dx.doi.org/10.3390/toxics10050246,n/a,n/a,n/a,n/a,study protocol
coxcited184,Guy,YES,"Cavas, Tolga",in vivo genotoxicity evaluation of atrazine and atrazine based herbicide on fish carassius auratus using the micronucleus test and the comet assay,FOOD AND CHEMICAL TOXICOLOGY,"Atrazine is a selective triazine herbicide used to control broadleaf and grassy weeds mainly in corn, sorghum, sugarcane, pineapple, and other crops, and in conifer reforestation planting fields. It has been showed that atrazine is one of the most frequently detected pesticides in agricultural streams and rivers, over the past two decades. Although the toxic properties of atrazine are well known, the data on the genotoxic effects of atrazine on aquatic organisms are rather scarce. Thus, in the present study we aimed to evaluate the genotoxic effects of atrazine and an atrazine-based herbicide (Gesaprim (R)) on a model fish species Carassius auratus L, 1758, (Pisces: Cyprinidae) using the micronucleus test and the comet assay in peripheral blood erythrocytes. Fish were exposed to 5, 10 and 15 mu g/L atrazine and to its commercial formulation for 2,4 and 6 days. Ethyl methane sulfonate (EMS) at a single dose of 5 mg/L was used as positive control. Our results revealed significant increases in the frequencies of micronuclei and DNA strand breaks in erythrocytes of C. auratus, following exposure to commercial formulation of atrazine and thus demonstrated the genotoxic potential of this pesticide on fish. (C) 2011 Elsevier Ltd. All rights reserved.",2011,49,1431,1435,10.1016/j.fct.2011.03.038,NO,NO,NO,GENOTOXICITY,n/a
nagyrefs15,Guy,YES,"Demir, E; Kaya, B; Kocaoglu Cenkci, S; Cetin, H; Marcos, R",in vivo genotoxicity of four synthetic pyrethroids with combinations of piperonyl butoxide (pbo) using the drosophila smart assay,EKOLOJI,"In this study, the genotoxic effects of four synthetic pyrethroids (cypermethrin, cyphenothrin, deltamethrin, and permethrin) alone and their combinations with different rates of piperonyl butoxide (PBO) were studied using the wing somatic mutation and recombination test (SMART) of the Drosophila melanogaster. In the first stage, lethal concentration values (LC25 or LC50) of the synthetic pyrethroids and concentrations of PBO used for the synthetic pyrethroids were determined. Then, Drosophila larvae were exposed to lethal concentrations of synthetic pyrethroids and combinations with different rates of PBO (1:0.25, 1:0.5, 1:0.75, 1:1, and 1:2). According to the obtained results, alone and with the 13130 of the mixtures of the four synthetic pyrethroids are not genotc cic when compared with the negative control. In addition, the PBO when used alone demonstrated negative results when exposed to 1, 5, and 25 ppm concentrations, while demonstrating positive result when exposed to 50 ppm concentration. However, the PBO did not show any co-genotoxic activity with the four tested synthetic pyrethroids. Results of this study will take an important place in human and environmental health with the new results for the PBO ratios in insecticide formulations.",2014,23,9,18,10.5053/ekoloji.2014.922,NO,NO,NO,GENOTOXICITY,n/a
scopus327,Guy,YES,Scassellati-Sforzolini G.; Moretti M.; Villarini M.; Monarca S.; Fatigoni C.; Pasquini R.,in vivo studies on enzymatic induction activity of linuron,"Journal of Environmental Pathology, Toxicology and Oncology","The effect of the ureic herbicide Linuron [3-(3,4-dichlorophenyl-1- methoxy-1-methylureal on the levels of some hepatic xenobiotic metabolizing enzymes was studied in rats. The cytochrome P450-dependent monooxigenase activities of aryl hydrocarbon hydroxylase (AHH) and of aminopyrine N- demethylase (APD) were measured in rat livers after a 14-d treatment by gavage with Linuron. AHH was employed as a marker of the catalytic activity of P450IA1 and APD as a marker of the catalytic activity of P450IIB1/2. Furthermore, the enzymatic activities of the cytosolic via glutathione detoxifying enzymes glutathione peroxidase and glutathione S-transferase were assessed. Three doses of Linuron (both as pure compound and as commercial preparation) were tested. The doses tested were 150, 300, and 450 mg/kg body weight for the pure compound and 315.8, 631.6, and 947.4 mg/kg for the commercial preparation. Differences were found in the relative liver weight only in rats treated with the commercial formulation. The aryl hydrocarbon hydroxylase activity was increased with all the tested doses of pure and commercial Linuron. A reduction in the aminopyrine N-demethylase activity was noted for the highest dose of pure Linuron, whereas an increment in this activity was observed for all the doses of the commercial preparation tested. The activity of glutathione peroxidase was not affected by treatment with the pure product; however, an increment in activity was observed at all the tested doses of the commercial preparation. The glutathione S-transferase activity was reduced in both cases.",1994,13,11,17,,NO,NO,NO,OXIDATIVE STRESS/HEPATOTOXICITY,n/a
wos18,Guy,YES,"ScassellatiSforzolini, G; Pasquini, R; Moretti, M; Villarini, M; Fatigoni, C; Dolara, P; Monarca, S; Caderni, G; Kuchenmeister, F; Schmezer, P; PoolZobel, BL",in vivo studies on genotoxicity of pure and commercial linuron,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,"The ureic herbicide linuron [3-(3,4-dichlorophenyl)-l-methoxy-1-methylurea] (CAS 330-55-2) was investigated for genotoxicity in a series of in vivo experiments. Since human exposure to herbicides is not only to the active principles, but also to all the chemicals present in the commercial formulation, we tested both pure and commercial linuron. Groups of rats were treated with gavage containing different doses of the herbicide (pure compound or commercial formulation) for 14 days. The doses were 150, 300 and 450 mg/kg b.wt. for the pure compound and 315.8, 631.6 and 947.4 mg/kg b.wt. for the commercial formulation (47.5% of linuron). Faeces and urine were collected at regular intervals. Urine specimens were analysed for their mutagenic metabolites, thioethers and D-glucaric acid content. Faeces extracts were tested for mutagenicity. Linuron's ability to cause DNA damage and cytogenetic effects was also investigated after treating groups of rats once with different doses of pure or commercial linuron. DNA single-strand breaks were assessed in rat liver using the alkaline elution technique and the single-cell microgel electrophoresis assay (SCGE:'comet' assay), and in rat testes cells with the SCGE assay. Micronuclei induction was analysed in rat bone marrow erythrocytes. Results obtained were mainly negative when the excretion of mutagenic metabolites in urine and faeces of animals treated with the pure compound or with the linuron-based commercial formulation were monitored, whereas an increase in the urinary excretion of thioethers and D-glucaric acid was observed in rats treated with the commercial formulation. No increase in the frequency of micronucleated polychromatic erythrocytes was observed in the treated animals. However, linuron affected the viability of hepatocytes isolated from animals treated with higher doses. This cytotoxicity was accompanied by the induction of DNA single-strand breaks in the liver, as seen by the alkaline elution assay. The potential of pure linuron to induce in vivo DNA damage was confirmed with the microgel electrophoresis technique ('comet' assay). Cytotoxicity was also seen in rat testes cells. However, no indication of DNA damage was visible.",1997,390,207,221,http://dx.doi.org/10.1016/S1383-5718(97)00012-0,NO,NO,NO,GENOTOXICITY,n/a
