STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
wos436,Guy,NO,"Cox, C; Surgan, M",Unidentified inert ingredients in pesticides: Implications for human and environmental health,ENVIRONMENTAL HEALTH PERSPECTIVES,"BACKGROUND: By statute or regulation in the United States and elsewhere, pesticide ingredients are divided into two categories: active and inert (sometimes referred to as other ingredients, adjuvants, or coformulants). Despite their name, inert ingredients may be biologically or chemically active and are labeled inert only because of their function in the formulated product. Most of the tests required to register a pesticide are performed with the active ingredient alone, not the fall pesticide formulation. Inert ingredients are generally not identified on product labels and are often claimed to be confidential business information. OBJECTIVES: In this commentary, we describe the shortcomings of the current procedures for assessing the hazards of pesticide formulations and demonstrate that inert ingredients can increase the toxicity of and potential exposure to pesticide formulations. DISCUSSION: Inert ingredients can increase the ability of pesticide formulations to affect significant toxicologic end points, including developmental neurotoxicity, genotoxicity, and disruption of hormone function. They can also increase exposure by increasing dermal absorption, decreasing the efficacy of protective clothing, and increasing environmental mobility and persistence. Inert ingredients can increase the phytotoxicity of pesticide formulations as well as the toxicity to Fish, amphibians, and microorganisms. CONCLUSIONS: Pesticide registration should require fall assessment of formulations. Evaluations of pesticides under the National Environmental Policy Act, the Endangered Species Act, and similar statutes should include impact assessment of formulations. Environmental monitoring for pesticides should include inert ingredients. To enable independent research and risk assessment, inert ingredients should be identified on product labels.",2006,114,1803,1806,http://dx.doi.org/10.1289/ehp.9374
wos442,Guy,NO,"Barr, DB; Needham, LL",Analytical methods for biological monitoring of exposure to pesticides: a review,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,"Synthetic pesticides have been used since in the early to mid twentieth century. In the US alone, over 800 pesticide active ingredients are formulated in about 21000 different commercial products. Although many public health benefits have been realized by the use of pesticides, their potential impact on the environment and public health is substantial. For risk assessment studies, exposure assessment is an integral component, which has unfortunately, often been weak or missing. In the past several decades, researchers have proposed to fill these missing data gaps using biological monitoring of specific markers related to exposures. In this paper, we present a review of existing analytical methodology for the biological monitoring of exposure to pesticides. We also present a critical assessment of the existing methodology and explore areas in which more research is needed. (C) 2002 Published by Elsevier Science B.V.",2002,778,5,29,http://dx.doi.org/10.1016/S1570-0232(02)00035-1
wos477,Guy,NO,"Patel, S",Harmful and beneficial aspects of Parthenium hysterophorus: an update,3 BIOTECH,"Parthenium hysterophorus is a noxious weed in America, Asia, Africa and Australia. This weed is considered to be a cause of allergic respiratory problems, contact dermatitis, mutagenicity in human and livestock. Crop production is drastically reduced owing to its allelopathy. Also aggressive dominance of this weed threatens biodiversity. Eradication of P. hysterophorus by burning, chemical herbicides, eucalyptus oil and biological control by leaf-feeding beetle, stem-galling moth, stem-boring weevil and fungi have been carried out with variable degrees of success. Recently many innovative uses of this hitherto notorious plant have been discovered. Parthenium hysterophorus confers many health benefits, viz remedy for skin inflammation, rheumatic pain, diarrhoea, urinary tract infections, dysentery, malaria and neuralgia. Its prospect as nano-medicine is being carried out with some preliminary success so far. Removal of heavy metals and dye from the environment, eradication of aquatic weeds, use as substrate for commercial enzyme production, additives in cattle manure for biogas production, as biopesticide, as green manure and compost are to name a few of some other potentials. The active compounds responsible for hazardous properties have been summarized. The aim of this review article is to explore the problem P. hysterophorus poses as a weed, the effective control measures that can be implemented as well as to unravel the latent beneficial prospects of this weed.",2011,1,1,9,http://dx.doi.org/10.1007/s13205-011-0007-7
wos654,Guy,YES,"Gundel, SD; dos Reis, TR; Copetti, PM; Favarin, FR; Sagrillo, MR; da Silva, AS; Segat, JC; Baretta, D; Ourique, AF","Evaluation of cytotoxicity, genotoxicity and ecotoxicity of nanoemulsions containing Mancozeb and Eugenol",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"Mancozeb is a fungicide widely used in agriculture, mostly against the pathogen Glomerella cingulata responsible for the rot of ripe grape, but presents high toxicity. Strategies are sought to reduce the toxicity of this fungicide and alternative treatments are welcome. An alternative could be the use of clove oil, which has Eugenol as its major compound, and has antifungal potential against G. cingulata, however, Eugenol is susceptible to degradation processes which may compromise its efficacy. The nanoencapsulation of Mancozeb and Eugenol is a possible strategy to overcome the limitations of toxicity, solubility and instability of these compounds. Therefore, the objective of this study is to develop nanoemulsions containing Mancozeb (0.1 mg/mL) and Eugenol (33 mg/mL), isolated or associated, and evaluate the safety of these formulations through cytotoxicity, genotoxicity and ecotoxicity tests. Nanoemulsions were developed by the spontaneous emulsification method, cytotoxicity and genotoxicity were evaluated in healthy human cells through MTT, Dichlorofluorescein diacetate and Picogreen tests, and ecotoxicity assessment was carried out using the chronic toxicity test in springtails. After preparation, the physicochemical characterization of the nanoemulsions were performed which presented mean particle size between 200 and 300 nm, polydispersity index less than 0.3, negative zeta potential and acid pH. The nanoencapsulation was able to avoid the reduction of the cell viability caused by Mancozeb, while Eugenol was shown to be safe for cell use in both free and nanostructured forms, however the association of the two active compounds showed toxicity in the higher doses of Mancozeb. In the ecotoxicity tests, both free Mancozeb and Eugenol forms presented high toxic potential for soil, whereas the nanoencapsulation of these compounds did not cause a reduction in number of springtails. Therefore, from the tests performed, it was possible to observe that nanoencapsulation of Mancozeb and Eugenol is a safe alternative for the application of these compounds mainly in agriculture.",2019,169,207,215,http://dx.doi.org/10.1016/j.ecoenv.2018.11.023
wos655,Guy,NO,"Melanie, M; Miranti, M; Kasmara, H; Malini, DM; Husodo, T; Panatarani, C; Joni, IM; Hermawan, W",Nanotechnology-Based Bioactive Antifeedant for Plant Protection,NANOMATERIALS,"The productivity of vegetable crops is constrained by insect pests. The search for alternative insect pest control is becoming increasingly important and is including the use of plant-derived pesticides. Plant-derived pesticides are reported as effective in controlling various insect pests through natural mechanisms, with biodegradable organic materials, diverse bioactivity, and low toxicity to non-target organisms. An antifeedant approach for insect control in crop management has been comprehensively studied by many researchers, though it has only been restricted to plantbased compounds and to the laboratory level at least. Nano-delivery formulations of biopesticides offer a wide variety of benefits, including increased effectiveness and efficiency (well-dispersion, wettability, and target delivery) with the improved properties of the antifeedant. This review paper evaluates the role of the nano-delivery system in antifeedant obtained from various plant extracts. The evaluation includes the research progress of antifeedant-based nano-delivery systems and the bioactivity performances of different types of nano-carrier formulations against various insect pests. An antifeedant nano-delivery system can increase their bioactivities, such as increasing sublethal bioactivity or reducing toxicity levels in both crude extracts/essential oils (EOs) and pure compounds. However, the plant-based antifeedant requires nanotechnological development to improve the nanodelivery systems regarding properties related to the bioactive functionality and the target site of insect pests. It is highlighted that the formulation of plant extracts creates a forthcoming insight for a field-scale application of this nano-delivery antifeedant due to the possible economic production process.",2022,12,NA,NA,http://dx.doi.org/10.3390/nano12040630
wos709,Guy,NO,"Pradhan, S; Mailapalli, DR",Nanopesticides for Pest Control,SUSTAINABLE AGRICULTURE REVIEWS 40,"The excessive use of pesticides results in poor targeted delivery and off-target waste accumulation that induces mutation in genetic make-up in the target pest, followed by pesticidal resistance. As a consequence, most of the pesticides are lost because of pesticide drift, leading to environment hazards. The active components released from the pesticide formulations are either biodegraded or hydrolysed in the environment. They can even contaminate the surroundings by leaching. Therefore, an urgent attention is required to protect resources. Nanopesticides appear as an alternative because they can be used as 'smart delivery systems' for the release of the pesticides in timely but controlled manner, for a desired time-span. This would reduce the risk of environmental pollution and its associated hazards. Physicochemical properties of nanopesticides along with their efficacy against target and non-target organisms need to be studied. Since nanomaterials might exhibit non-specific toxicity to both targeted and non-targeted organisms, toxicological analyses should be performed.",2020,40,43,74,http://dx.doi.org/10.1007/978-3-030-33281-5_2
wos746,Guy,NO,"Straw, EAA; Thompson, LJJ; Leadbeater, E; Brown, MJF","'Inert' ingredients are understudied, potentially dangerous to bees and deserve more research attention",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Agrochemical formulations are composed of two broad groups of chemicals: active ingredients, which confer pest control action, and 'inert' ingredients, which facilitate the action of the active ingredient. Most research into the effects of agrochemicals focusses on the effects of active ingredients. This reflects the assumption that 'inert' ingredients are non-toxic. A review of relevant research shows that for bees, this assumption is without empirical foundation. After conducting a systematic literature search, we found just 19 studies that tested the effects of 'inert' ingredients on bee health. In these studies, 'inert' ingredients were found to cause mortality in bees through multiple exposure routes, act synergistically with other stressors and cause colony level effects. This lack of research is compounded by a lack of diversity in study organism used. We argue that 'inert' ingredients have distinct, and poorly understood, ecological persistency profiles and toxicities, making research into their individual effects necessary. We highlight the lack of mitigation in place to protect bees from 'inert' ingredients and argue that research efforts should be redistributed to address the knowledge gap identified here. If so-called 'inert' ingredients are, in fact, detrimental to bee health, their potential role in widespread bee declines needs urgent assessment.",2022,289,NA,NA,http://dx.doi.org/10.1098/rspb.2021.2353
wos751,Guy,NO,"Coors, A; Vollmar, P; Sacher, F; Kehrer, A",Is there synergistic interaction between fungicides inhibiting different enzymes in the ergosterol biosynthesis pathway in toxicity tests with the green alga Raphidocelis subcapitata?,ECOTOXICOLOGY,"Products used for plant protection or as biocides often contain more than one active substance together with numerous formulation additives. The environmental risk assessment for such commercial mixtures applies as default the concept of concentration addition. There is remaining regulatory concern, however, that underestimation of risks can occur if components in the mixture interact synergistically, i.e., elicit effects greater than those predicted by concentration addition. While cases of true synergism appear to be rare, the combination of substances targeting different steps in the same biosynthesis pathway was pointed out as one potential case of synergistic interaction although mechanistic explanations are lacking. The present study aimed to verify this hypothesis using the green alga Raphidocelis subcapitata as the regulatory standard test organism for which such synergism had been indicated earlier. Algal growth inhibition tests were conducted with mixtures of ergosterol biosynthesis inhibitors (tebuconazole, fenpropidin, and fenpropimorph). The fungicides were first tested individually to derive reliable data for a mixture toxicity prediction. The here determined toxicity estimates for two of the fungicides were considerably lower than the endpoints in the regulatory dossiers, which had been used for earlier mixture toxicity predictions. Experimentally observed toxicity estimates for the mixtures deviated <2.6-fold from the predicted values. Hence, the hypothesis of synergistic interaction between fungicides targeting different enzymes in the ergosterol biosynthesis was clearly not confirmed for the green alga R. subcapitata. Overall, the present study demonstrates the importance of reliable and correct input data for mixture toxicity predictions in order to avoid erroneous conclusions on non-additive (synergistic) interactions.",2018,27,936,944,http://dx.doi.org/10.1007/s10646-018-1917-5
wos752,Guy,YES,"Schmidt, FF; Lichtenstein, D; Planatscher, H; Mentz, A; Kalinowski, J; Steinhilber, AE; Joos, TO; Braeuning, A; Potz, O",Pesticide mixture effects on liver protein abundance in HepaRG cells,TOXICOLOGY,"Toxicological effects of chemicals are mostly tested individually. However, consumers encounter exposure to complex mixtures, for example multiple pesticide residues, by consuming food such as crops, fruits or vegetables. Currently, more than 450 active substances are approved in the European Union, and there is little data on effects after combined exposure to several pesticides. Toxicological animal studies would increase enormously, if pesticide combinations had to be analyzed in vivo. Therefore, in vitro methods addressing this issue are needed. We have developed 32 immunoaffinity-based mass spectrometry assays to investigate the impact of hepatotoxic active substances on liver proteins in human HepaRG cells. Five compounds were selected based on their (dis) similar capability to modulate protein levels, and on their combined use in commercially available formulations. Four binary mixtures were prepared from these five substances and tested in different concentrations over three time points. We applied a novel statistical method to describe deviations from additivity and to detect antagonistic and synergistic effects. The results regarding the abundance of hepatotoxicity-related proteins showed additive behavior for 1323 out of 1427 endpoints tested, while 104 combinatorial effects deviating from additivity, such as antagonism or synergism were observed.",2021,458,NA,NA,http://dx.doi.org/10.1016/j.tox.2021.152839
wos766,Guy,NO,"Sunjka, D; Mechora, S",An Alternative Source of Biopesticides and Improvement in Their Formulation-Recent Advances,PLANTS-BASEL,"Plant protection in contemporary agriculture requires intensive pesticide application. Their use has enabled the increase in yields, simplifying cultivation systems and crop protection strategies, through successful control of harmful organisms. However, it has led to the accumulation of pesticides in agricultural products and the environment, contaminating the ecosystem and causing adverse health effects. Therefore, finding new possibilities for plant protection and effective control of pests without consequences for humans and the environment is imperative for agricultural production. The most important alternatives to the use of chemical plant protection products are biopesticides. However, in order to increase their application and availability, it is necessary to improve efficacy and stability through new active substances and improved formulations. This paper represents an overview of the recent knowledge in the field of biopesticides and discusses the possibilities of the use of some new active substances and the improvement of formulations.",2022,11,NA,NA,http://dx.doi.org/10.3390/plants11223172
wos775,Guy,NO,"Mullin, CA; Chen, J; Fine, JD; Frazier, MT; Frazier, JL",The formulation makes the honey bee poison,PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,"Dr. Fumio Matsumura's legacy embraced a passion for exploring environmental impacts of agrochemicals on non-target species such as bees. Why most formulations are more toxic to bees than respective active ingredients and how pesticides interact to cause pollinator decline cannot be answered without understanding the prevailing environmental chemical background to which bees are exposed. Modern pesticide formulations and seed treatments, particularly when multiple active ingredients are blended, require proprietary adjuvants and inert ingredients to achieve high efficacy for targeted pests. Although we have found over 130 different pesticides and metabolites in beehive samples, no individual pesticide or amount correlates with recent bee declines. Recently we have shown that honey bees are sensitive to organosilicone surfactants, nonylphenol polyethoxylates and the solvent N-methyl-2-pyrrolidone (NMP), widespread co-formulants used in agrochemicals and frequent pollutants within the beehive. Effects include learning impairment for adult bees and chronic toxicity in larval feeding bioassays. Multi-billion pounds of formulation ingredients like NMP are used and released into US environments. These synthetic organic chemicals are generally recognized as safe, have no mandated tolerances, and residues remain largely unmonitored. In contrast to finding about 70% of the pesticide active ingredients searched for in our pesticide analysis of beehive samples, we have found 100% of the other formulation ingredients targeted for analysis. These 'inerts' overwhelm the chemical burden from active pesticide, drug and personal care ingredients with which they are formulated. Honey bees serve as an optimal terrestrial bioindicator to determine if 'the formulation and not just the dose makes the poison'. (C) 2014 Elsevier Inc. All rights reserved.",2015,120,27,35,http://dx.doi.org/10.1016/j.pestbp.2014.12.026
wos779,Guy,YES,"Shareef, M; Fischer, B; Brown, K; Bloch, D; Kneuer, C; Marx-Stoelting, P",Mixture effects of co-formulants and active substances in pesticides,NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,NA,2020,393,90,90,NA
wos782,Guy,NO,"Bloch, D; Marx-Stoelting, P; Martin, S",Towards a tiered test strategy for plant protection products to address mixture toxicity by alternative approaches in human health assessment,PEST MANAGEMENT SCIENCE,"Plant protection products (PPPs) consist of pesticide active substances and co-formulants. Generally, active substance effects are assumed to dominate in PPP toxicity. Nevertheless, co-formulants may well affect the toxicity of PPPs via toxicodynamic and toxicokinetic interaction. To account for potential mixture effects and improve PPP data requirements for application in risk assessment, a tiered test strategy is proposed. The strategy is based on a comparison of PPP and active substance toxicity, which enables the prioritisation of PPPs for further testing, adaptation of the toxicological threshold value or removal of toxic co-formulants from the PPP. Moreover, it focuses on the integrative assessment of existing information and newly generated data using alternative test methods. The proposed strategy will improve PPP toxicological assessment by accounting for mixture toxicity, providing a set of regulatory options for risk assessment and the necessary data for hazard assessment. The predictivity of alternative methods for PPPs will improve by evaluation of their reliability and uncertainty. (c) 2020 The Authors.Pest Management Sciencepublished by JohnWiley & Sons Ltd on behalf of Society of Chemical Industry.",2020,76,3326,3332,http://dx.doi.org/10.1002/ps.6034
wos785,Guy,NO,"Beck, B; Steurbaut, W; Spanoghe, P",How to define green adjuvants,PEST MANAGEMENT SCIENCE,"The concept green adjuvants is difficult to define. This paper formulates an answer based on two approaches. Starting from the Organisation for Economic Cooperation and Development (OECD) definition for green chemistry, production-based and environmental-impact-based definitions for green adjuvants are proposed. According to the production-based approach, adjuvants are defined as green if they are manufactured using renewable raw materials as much as possible while making efficient use of energy, preferably renewable energy. According to the environmental impact approach, adjuvants are defined as green (1) if they have a low human and environmental impact, (2) if they do not increase active ingredient environmental mobility and/or toxicity to humans and non-target organisms, (3) if they do not increase the exposure to these active substances and (4) if they lower the impact of formulated pesticides by enhancing the performance of active ingredients, thus potentially lowering the required dosage of active ingredients. Based on both approaches, a tentative definition for green adjuvants is given, and future research and legislation directions are set out. Copyright (c) 2012 Society of Chemical Industry",2012,68,1107,1110,http://dx.doi.org/10.1002/ps.3308
wos794,Guy,YES,"Nagy, K; Duca, RC; Lovas, S; Creta, M; Scheepers, PTJ; Godderis, L; Adam, B",Toxicity of pesticide active ingredients compared to their product formulations,SAFETY AND HEALTH AT WORK,NA,2022,13,S256,S257,NA
wos797,Guy,NO,"Knauer, K; Bucheli, TD",Nano-materials: research needs in agriculture,REVUE SUISSE D AGRICULTURE,"Use of synthetic nano-particles (NPs) in plant protection substances and fertilisers can provide advantages for the environment. On the one hand, NPs can be used as vehicles for active Substances and oil the other they can act as reduction-oxidation catalysts. This enables the quantity of active substances to be reduced and thus decreases the burden on the environment. Before using nano-materials in such Substances, however, potential risks need to be studied. It should be then emphasised that chemico-physical properties of synthetic NPs depend on their size, form or surface chacteristics. Little is known as yet concerning the uptake of NPs in crops and their redistribution in the environment, and general predictions are therefore not possible. To date there exist almost no analytical methods for quantifying NPs in environmental samples. For these reasons, scientific projects need to be set up to determine the uptake of NPs in plants and their Subsequent redistribution. Only such projects can help answering whether residues of NPs remain and, if so, whether they represent a hazard for man. A better understanding in how NPs affect the environment is needed before their use in agriculture is authorised. The relevant authorities and research teams should provide information for safe use of nano-technology so that NPs can be used in agriculture in a productive and sustainable way.",2009,41,341,345,NA
wos798,Guy,NO,"Ambrus, A; Hamilton, DJ; Kuiper, HA; Racke, KD",Significance of impurities in the safety evaluation of crop protection products - (IUPAC technical report),PURE AND APPLIED CHEMISTRY,"There may be substantial differences in the chemical composition of technical-grade products of the same active ingredient manufactured under different conditions, from different raw materials, or by different routes of synthesis. Resulting differences in impurity content may significantly affect the toxicological properties of pesticide products. Relevant impurities are those that may exhibit pronounced toxic effects compared to the active ingredient, affect phytotoxicity or physical properties of formulations, result in undesirable residues in food, or cause environmental contamination. The first safety assessment of an active ingredient by a regulatory body considers toxicological data developed on a representative batch of technical products, with the assumption that the material produced commercially by the original or generic manufacturers has an equal or higher content of active ingredient and contains the same or fewer impurities at equal or lower concentrations as the fully characterized technical product used in the toxicological tests. Three steps are essential for ensuring the safety of commercial technical-grade pesticide products, whether produced by the original manufacturer or by generic manufacturers. First, the identity and chemical structure of the impurities must be elucidated. This should include positive identification of major (greater than or equal to1%) and all toxicologically or environmentally relevant impurities, and characterization of minor impurities (greater than or equal to0.1%). Second, in addition to recognition of a minimum active ingredient content, official specifications should also list relevant impurities and their maximum permissible concentrations. Implementation of these specifications should be aided by a decision-making scheme for establishing similarity of subsequently evaluated technical products. Third, appropriate analytical methods for the detection and quantification of impurity levels should be developed and employed in a quality-monitoring program associated with the manufacturing and formulation process.",2003,75,937,973,http://dx.doi.org/10.1351/pac200375070937
wos803,Guy,NO,"Ashton, MD; Hardy, JG",Progress in Active Ingredient Formulations Towards smart stimuli-responsive formulations,JOHNSON MATTHEY TECHNOLOGY REVIEW,"The formulation and delivery of the biologically active ingredients (AIs) (for example, agrochemicals and active pharmaceutical ingredients (APIs)) is an inherently interdisciplinary area of research and development. In this short review we discuss the evolution of AI and API delivery systems towards smart stimuli-responsive formulations with precisely controlled delivery for specific applications. We also highlight a few examples of such systems using AIs from Johnson Matthey's controlled substance and API portfolio.",2019,63,211,225,http://dx.doi.org/10.1595/205651319X15585277727868
wos814,Guy,NO,"Balmer, ME; Janser, D; Schaller, U; Krauss, J; Geiser, HC; Poiger, T",Magnitude and decline of pesticide co-formulant residues in vegetables and fruits: results from field trials compared to estimated values,PEST MANAGEMENT SCIENCE,"BACKGROUND The application of plant protection products (PPPs) leads to the formation of residues in treated crops. Even though PPPs contain considerable amounts of co-formulants, regulation and monitoring of residues normally focus on the active substances (a.s.) only. For our study we selected four commonly used co-formulants (three anionic surfactants and one organic solvent) and investigated the formation and decline of residues in vegetables and apples under field conditions. The aims were to characterize the behavior of co-formulant residues on crops and to provide a basis for future investigations on consumer exposure. RESULTS The development of robust and sensitive analytical methods allowed the quantification of residues in the low mu g/kg-level. After treatment with PPPs, co-formulants were detected up to approximately 10 mg kg(-1) in vegetables. In general, these residues declined fast with half-lives of a few days. Wash-off and volatilization were identified as important removal processes for anionic surfactants and the organic solvent, respectively. However, in specific crops (parsley and celery), organic solvent residues were still considerable (approximate to 2 mg kg(-1)) 2 weeks after treatment. We further demonstrate that it is feasible to estimate co-formulant residues using publicly available data on pesticide a.s. CONCLUSION To date no information on co-formulant residues in food is available. The findings from our field trials, as well as the presented approach for the prediction of residues, provide key elements for future consideration of consumer exposure to PPP co-formulants.",2021,77,1187,1196,http://dx.doi.org/10.1002/ps.6128
wos856,Guy,NO,"Pariyar, S; Jakob, F; Apitius, L; Schwaneberg, U; Hunsche, M; Noga, G","Anchor peptides as innovative adjuvants reduce rain wash-off, but do not impair photosynthetic activity or cause oxidative damage in apple leaves","XXX INTERNATIONAL HORTICULTURAL CONGRESS IHC2018: INTERNATIONAL SYMPOSIUM ON FRUIT AND VEGETABLES FOR PROCESSING, INTERNATIONAL SYMPOSIUM ON QUALITY AND SAFETY OF HORTICULTURAL PRODUCTS AND VII INTERNATIONAL SYMPOSIUM ON HUMAN HEALTH EFFECTS OF FRUIT","Rain wash-off of foliar-applied agrochemical formulations (i.e. active ingredients) is a key topic to ensure crop protection under rainy conditions and for some regions will gain higher importance due to global climate change. Rain-induced wash-off is determined by intensity and amount of rain, as well as by characteristics of the active ingredients and deposit patterns on the leaf surfaces. In addition, the micromorphology and chemical properties of the exposed surfaces equally play a significant role. Traditional approaches to reduce rain-induced wash-off focus on the use of adjuvants either to raise the penetration rate of systemic and loco-systemic formulations, or to increase adhesion of active ingredients to the target surfaces. In our studies, we evaluated the potential of novel functional proteins (anchor peptides (APs) as tool to increase rainfastness of innovative microgel formulations for slow release of active ingredient (a.i.) in pest management. For this innovative approach, we tested the adhesion capacity of the APs to bind to the leaf epicuticular surfaces of an economically important fruit crop, e.g. apple. In addition, the phytotoxic potential of APs or adjuvants on apple plants was monitored. The results indicated that the simulated rain (6.5 mm h(-1)) wash-off of the selected functional peptide Tachystatin A2-variant was just less than 2% and had no negative effects on photosynthetic activity of apple seedlings grown under -UV/+UV conditions. Coupling of novel APs in the microgel formulations might contribute to reduce the amount of agrochemicals in horticulture, and to ensure biological efficacy of plant protection treatments.",2020,1292,175,180,http://dx.doi.org/10.17660/ActaHortic.2020.1292.23
wos888,Guy,NO,"Mullin, CA",Effects of 'inactive' ingredients on bees,CURRENT OPINION IN INSECT SCIENCE,"Honey bees are sensitive to widespread co-formulants used in agrochemicals, and evaluation of the role of these 'inerts or inactives' in pollinator decline is only in its formative stages. Lack of disclosure of formulation ingredients in major products and lack of adequate methods for their analysis constrain the assessment of total chemical load and agrochemical exposures on bees. Most studies to document pesticide effects on honey bees are performed without the formulation or other relevant spray adjuvant components used to environmentally apply the toxicant. Formulations are generally more toxic than active ingredients, particularly fungicides, by up to 26,000-fold based on published literature. Some 'inactive' candidates for future risk assessment for pollinators include the organosilicone surfactants and the co-solvent N-methyl-2-pyrrolidone.",2015,10,194,200,http://dx.doi.org/10.1016/j.cois.2015.05.006
wos900,Guy,NO,"Leifer, KB",New developments in the regulation of pesticide inert ingredients in the United States,PESTICIDE FORMULATIONS AND APPLICATION SYSTEMS: 17TH VOLUME,"The Environmental Protection Agency (EPA) has the authority to regulate inert ingredients present in pesticide products registered for use in the United States. Until recently, most of EPA's regulatory activities focused on the pesticide active ingredient, rather than the other components of the pesticide formulation known as inert ingredients. Although EPA has considered inert-specific data when reviewing some of the inert ingredients currently accepted for use in pesticides applied to food, it wasn't until the publication of EPA's Inert Strategy that a comprehensive policy regarding the information needed to determine the acceptability of a pesticide product inert ingredient was established. The implementation of this policy has lea-to changes in the types of substances proposed for use as inert ingredients as well as advancements in the methods for reviewing new inert ingredients. Emphasis on the long-term health and environmental effects of inert ingredients now requires pesticide registrants and others to consider these effects when developing new formulations. In order to encourage the use of less toxic inert ingredients, EPA has streamlined its review process, resulting in quicker decisions and more timely market introductions.",1997,1328,5,10,http://dx.doi.org/10.1520/STP13828S
wos904,Guy,NO,"Gress, S; Lemoine, S; Seralini, GE; Puddu, PE",Glyphosate-Based Herbicides Potently Affect Cardiovascular System in Mammals: Review of the Literature,CARDIOVASCULAR TOXICOLOGY,"In glyphosate (G)-based herbicides (GBHs), the declared active principle G is mixed with several adjuvants that help it to penetrate the plants' cell membranes and its stabilization and liposolubility. Its utilization is growing with genetically modified organisms engineered to tolerate GBH. Millions of farmers suffer poisoning and death in developing countries, and occupational exposures and suicide make GBH toxicity a worldwide concern. As GBH is found in human plasma, widespread hospital facilities for measuring it should be encouraged. Plasma determination is an essential prerequisite for risk assessment in GBH intoxication. Only when standard ECGs were performed, at least one abnormal ECG was detected in the large majority of cases after intoxication. QTc prolongation and arrhythmias along with first-degree atrioventricular block were observed after GBH intoxication. Thus, life-threatening arrhythmias might be the cause of death in GBH intoxication. Cardiac cellular effects of GBH were reviewed along with few case reports in men and scanty larger studies. We observed in two mammalian species (rats and rabbits) direct cardiac electrophysiological changes, conduction blocks and arrhythmias among GBH-mediated effects. Plasmatic (and urine) level determinations of G and electrocardiographic Holter monitoring seem warranted to ascertain whether cardiovascular risk among agro-alimentary workers might be defined.",2015,15,117,126,http://dx.doi.org/10.1007/s12012-014-9282-y
wos907,Guy,NO,"Szekacs, A; Darvas, B",Re-registration Challenges of Glyphosate in the European Union,FRONTIERS IN ENVIRONMENTAL SCIENCE,"One of the most controversial societal issues today, regarding pesticide registration in the European Union (EU) may be the case surrounding re-registration of the active herbicide ingredient glyphosate. Shortly before the announcement of the conflicting views regarding the carcinogenicity status of this regulated agrochemical by EU Agencies, the European Food Safety Authority (EFSA) and the European Chemicals Agency (ECHA) on the one hand, and the International Agency for Research on Cancer (IARC) on the other hand, the Cancer Assessment Review Committee of the US Environmental Protection Agency (US EPA) also published re-evaluations. The US EPA assessment classified glyphosate into Group E, not likely to be carcinogenic to humans. Similar positions were reached by EFSA and ECHA, assessing glyphosate as unlikely to pose a carcinogenic hazard to humans and not classified as a carcinogen, respectively. A strongly opposing evaluation has previously been reached by IARC by classifying glyphosate into Group 2A, probably carcinogenic to humans. IARC identified potential cancer hazards in this case, but did not estimate the level of risk it may present, which was taken into consideration by opposing agencies. Multiple effects of glyphosate have been reported, of which carcinogenic effects are only one component. Formulated glyphosate products-especially with polyethoxylated tallowamine and related compounds-have been shown to cause stronger cytotoxic or endocrine disrupting effects than the active ingredient glyphosate alone. Questions related to hazards and corresponding risks identified in relation to this active ingredient and its formulated herbicide preparations divide scientific circles and official health and environmental authorities and organizations, and touch upon fundamental aspects of risk assessment and product regulation. The decision has to consider both hazard-based (IARC) and risk-based analysis (EFSA); the former may not be suitable to calculate practical significances, and the latter being challenged if exposure estimations are uncertain in light of new data on residue levels. The results of current analytical surveys on surface water are particularly worrisome. In turn, the precautionary principle appears to be the optimal approach in this case for regulation in the EU.",2018,6,NA,NA,http://dx.doi.org/10.3389/fenvs.2018.00078
wos914,Guy,YES,"Rychter, P","Chitosan/glyphosate formulation as a potential, environmental friendly herbicide with prolonged activity",JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,"Although there are many reports on the dangers posed by glyphosate, this herbicide is still one of the most popular and widely used total weed killers. Therefore, great effort should be made to minimize exposure to this herbicide and limit its losses into the environment. The aim of this study was to prepare a new formulation consisted of various molecular weight chitosans with glyphosate and their evaluation toward active substance release, phytotoxicity, and preliminary herbicidal efficiency. The phytotoxicity study of the obtained chitosan/glyphosate formulations was determined based on the Organisation for Economic Co-operation and Development 208 guideline. Among all tested formulations evaluated for phytotoxicity, that containing the highest molecular weight of chitosan was found to be the least toxic, showing simultaneously the most effective herbicidal activity against selected weeds. The release rate of glyphosate from the obtained formulations was dependent on the molecular weight and viscosity of chitosan.",2019,54,681,692,http://dx.doi.org/10.1080/03601234.2019.1632644
