"DATA_ID","STUDY_ID","MULTIPLE_MEASUREMENT","EXPOSURE_DURATION_HOURS","COMMON_CONTROL","AI_NAME","AI_50_TYPE","AI_ERROR_TYPE","FORM_NAME","FORM_50_TYPE","FORM_ERROR_TYPE","SPECIES_NAME_BINOMIAL","STRAIN_CLONE_SOURCE","SPECIES_CLASS","SPECIES_PHYLUM","SPECIES_KINGDOM","ECOSYSTEM","LIFE_STAGE","PESTICIDE_CLASS","SEX","EXPOSURE_ROUTE","ACUTE_CHRONIC_TOXICITY","TEMPERATURE_.C","PH","FEEDING_STATE","AGE_TEST_ORGANISM_HOURS","REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED","WATER_HARDNESS_mg_L_Ca_CO3","SE_SIMULATION_REQUIRED","FORMULATION_TYPE","YEAR_PUBLISHED","NOTES","AI_50","AI_N_INDIVIDUAL","AI_SE_INDIVIDUAL","AI_SE_ESS_0.046","AI_SE_ESS_0.442","AI_SE_CONTAINER","FORM_50","FORM_N_INDIVIDUAL","FORM_SE_INDIVIDUAL","FORM_SE_ESS_0.046","FORM_SE_ESS_0.442","FORM_SE_CONTAINER","LRR","LRR_VAR_INDIVIDUAL","LRR_VAR_CONTAINER_0.046","LRR_VAR_CONTAINER_0.442","LRR_VAR_CONTAINER"
96,"wos279","wos_279_2",48,"wos279_a","brornoxynil octanoate","EC50","CI_95","Bronate","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","n/a","environmental","acute","20","7.7","starved","24","YES","40.2","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",57,10,5.74672715662226,5.56455407022432,3.74996589434237,1.02312218872004,43,10,5.74672715662226,5.56455407022432,3.74996589434237,1.02312218872004,-0.281851152140988,0.0280255642362711,0.0262768887374581,0.0119335001902004,0.000888317495125671
97,"wos279","wos_279_3",48,"wos279_b","brornoxynil octanoate","EC50","CI_95","Buctril","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","adult","herbicide","n/a","environmental","acute","20","7.7","starved","168","YES","40.2","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",65,10,7.07289496199662,6.84868193258378,4.6153426391906,1.2592273091939,41,10,4.86261528637268,4.70846882865135,3.17304806444354,0.865718775070803,-0.460815203191329,0.0259064846843649,0.0242900306980686,0.0110311798649956,0.000821149697052044
98,"wos279","wos_279_4",48,"wos279_b","brornoxynil octanoate","EC50","CI_95","Bronate","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","adult","herbicide","n/a","environmental","acute","20","7.7","starved","168","YES","40.2","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach. Could not include soft water for eldest category as ai and formulations were different ages (14d vs 15d).",65,10,7.07289496199662,6.84868193258378,4.6153426391906,1.2592273091939,49,10,4.86261528637268,4.70846882865135,3.17304806444354,0.865718775070803,-0.282566971785011,0.0216884276768988,0.0203351624306888,0.00923509884138043,0.000687451270730256
99,"wos279","wos_279_5",48,"wos279_c","brornoxynil octanoate","EC50","CI_95","Buctril","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","n/a","environmental","acute","20","7.7","starved","24","YES","275.6","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",105,10,13.7037339888685,13.2693212443811,8.94222636343179,2.43975291156317,91,10,8.84111870249578,8.56085241572973,5.76917829898825,1.57403413649237,-0.143100843640673,0.0264724407654903,0.0248206735371795,0.0112721683048648,0.000839088628953574
100,"wos279","wos_279_6",48,"wos279_c","brornoxynil octanoate","EC50","CI_95","Bronate","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","n/a","environmental","acute","20","7.7","starved","24","YES","275.6","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",105,10,13.7037339888685,13.2693212443811,8.94222636343179,2.43975291156317,94,10,9.72523057274536,9.4169376573027,6.34609612888708,1.73143755014161,-0.110665567887519,0.0277372683298898,0.0260065812641961,0.0118107415822155,0.000879179470454602
101,"wos279","wos_279_7",48,"wos279_d","brornoxynil octanoate","EC50","CI_95","Buctril","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","adult","herbicide","n/a","environmental","acute","20","7.7","starved","168","YES","275.6","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",75,10,11.9355102483693,11.5571507612351,7.78839070363414,2.1249460842647,78,10,9.28317463762057,8.98889503651621,6.05763721393767,1.65273584331699,0.0392207131532813,0.0394901674688407,0.037026149698686,0.0168152161729023,0.00125170741799421
102,"wos279","wos_279_8",48,"wos279_d","brornoxynil octanoate","EC50","CI_95","Bronate","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","adult","herbicide","n/a","environmental","acute","20","7.7","starved","168","YES","275.6","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",75,10,11.9355102483693,11.5571507612351,7.78839070363414,2.1249460842647,57,10,5.74672715662226,5.56455407022432,3.74996589434237,1.02312218872004,-0.27443684570176,0.0354902100574038,0.0332757725441426,0.0151120036299627,0.00112492202597208
103,"wos279","wos_279_9",48,"wos279_e","brornoxynil octanoate","EC50","CI_95","Buctril","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","adult","herbicide","n/a","environmental","acute","20","7.7","starved","336","YES","275.6","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",161,10,19.8925170806155,19.2619179353919,12.9806511727236,3.54157680710783,125,10,16.3560695996172,15.8375769691,10.6729798531283,2.91196315251088,-0.253090627682162,0.0323874316104319,0.0303665942189282,0.0137908167708889,0.00102657423341
104,"wos279","wos_279_10",48,"wos279_e","brornoxynil octanoate","EC50","CI_95","Bronate","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","adult","herbicide","n/a","environmental","acute","20","7.7","starved","336","YES","275.6","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",161,10,19.8925170806155,19.2619179353919,12.9806511727236,3.54157680710783,145,10,14.1457899239932,13.6973638651676,9.23068527838121,2.51845461838779,-0.104670622563889,0.0247834885816891,0.0232371047553887,0.0105529995118046,0.000785554442785091
105,"wos279","wos_279_11",48,"wos279_f","brornoxynil octanoate","EC50","CI_95","Buctril","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","n/a","environmental","acute","20","7.7","starved","24","YES","560","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",81,10,7.9570068322462,7.70476717415675,5.19226046908943,1.41663072284313,61,10,7.51495089712141,7.27672455337027,4.90380155414002,1.33792901601851,-0.283575290499127,0.0248272807070621,0.0232781644391939,0.0105716465346464,0.000786942508009742
106,"wos279","wos_279_12",48,"wos279_f","brornoxynil octanoate","EC50","CI_95","Bronate","EC50","CI_95","Daphnia magna","n/a","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","n/a","environmental","acute","20","7.7","starved","24","YES","560","NO","Emulsifiable concentrate",1992,"Only include LC50s where exposure was for the whole period. For example, exclude a 96h LC50 if there was 48h treatment and 48 recovery in clean water. If both static and static-renewal are available for aquatic treatments, select static only as this is the most common approach.",81,10,7.9570068322462,7.70476717415675,5.19226046908943,1.41663072284313,90,10,10.6093424429949,10.2730228988757,6.92301395878591,1.88884096379084,0.105360515657826,0.0235461144425129,0.0220769374771271,0.0100261161134644,0.000746333783868839
107,"wos2111","wos2111_1",0.25,"wos2111_a","glyphosate-IPA","IC50","CI_95","Roundup","IC50","CI_95","Vibrio fischeri ","Azur Environmental","Gammaproteobacteria","Proteobacteria","Bacteria","Aquatic","n/a","herbicide","n/a","environmental","acute","15","n/a","n/a","n/a","YES","n/a","NO","soluble concentrate",2003,"n/a",162,2,1.18052560236928,1.18052560236928,1.18052560236928,1.18052560236928,24.9,2,0.0865718775070803,0.0865718775070803,0.0865718775070803,0.0865718775070803,-1.87272853176172,6.51912267501126e-05,6.51912267501126e-05,6.51912267501126e-05,6.51912267501126e-05
108,"wos2111","wos2111_2",96,"wos2111_b","glyphosate-IPA","IC50","CI_95","Roundup","IC50","CI_95","Selenastrum capricornutum","Culture Collection of Algae, University of Texas at Austin","Chlorophyceae","Chlorophyta","Plantae","Aquatic","n/a","herbicide","n/a","environmental","acute","25","7.5","n/a","n/a","YES","n/a","NO","soluble concentrate",2003,"n/a",41,3,4.20670714948774,4.20670714948774,4.20670714948774,4.20670714948774,5.81,3,0.801830920758713,0.801830920758713,0.801830920758713,0.801830920758713,-1.95399149584049,0.0295737153089096,0.0295737153089096,0.0295737153089096,0.0295737153089096
109,"wos2111","wos2111_3",96,"wos2111_c","glyphosate-IPA","IC50","CI_95","Roundup","IC50","CI_95","Skeletonema costatum","Culture Collection of Algae, University of Texas at Austin","Bacillariophyceae","Gyrista","Chromista ","Aquatic","n/a","herbicide","n/a","environmental","acute","20","8","n/a","n/a","YES","n/a","NO","soluble concentrate",2003,"n/a",5.89,3,1.04819056597733,1.04819056597733,1.04819056597733,1.04819056597733,1.85,3,2.00806352329138,2.00806352329138,2.00806352329138,2.00806352329138,-1.15807035857326,1.2098495684048,1.2098495684048,1.2098495684048,1.2098495684048
110,"wos2111","wos2111_4",40,"wos2111_d","glyphosate-IPA","IC50","CI_95","Roundup","IC50","CI_95","Tetrahymena pyriformis","Culture Collection of Algae and Protozoa (Cumbria,UK).","Ciliatea ","Ciliophora","Chromista ","Aquatic","n/a","herbicide","n/a","environmental","acute","27","7.4","n/a","n/a","NO","n/a","NO","soluble concentrate",2003,"n/a",386,3,379.765717252097,379.765717252097,379.765717252097,379.765717252097,29.5,3,8.48313872686754,8.48313872686754,8.48313872686754,8.48313872686754,-2.57144710611906,1.05065193964601,1.05065193964601,1.05065193964601,1.05065193964601
112,"wos2111","wos2111_6",48,"wos2111_f","glyphosate-IPA","LC50","CI_95","Roundup","LC50","CI_95","Ceriodaphnia dubia","Aquatic Research Organisms (Hampton,NH,USA)","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","n/a","environmental","acute","25","8.07","n/a","n/a","YES","n/a","NO","soluble concentrate",2003,"n/a",415,20,44.4333163797732,43.8456305337856,38.3411401144607,29.22280254834,5.39,20,0.315333213017745,0.311162539272027,0.272098413715528,0.207387630988219,-4.34373313530979,0.0148862517140153,0.0144950774489958,0.0110840364724981,0.00643889921871283
113,"wos2111","wos2111_7",48,"wos2111_g","glyphosate-IPA","LC50","CI_95","Roundup","LC50","CI_95","Acartia tonsa","Marine Biological Laboratory at Helsingør","Copepoda","Arthropoda","Animalia","Aquatic","adult","herbicide","n/a","environmental","acute","20","8","n/a","n/a","YES","n/a","NO","soluble concentrate",2003,"n/a",49.3,20,6.59333081764376,6.50612582114238,5.68933046859739,4.33628682975368,1.77,20,0.272333229424416,0.26873128391675,0.234994084572501,0.179107499489826,-3.32694453446291,0.041559188477217,0.0404671147087694,0.0309442275798147,0.0179760111112693
114,"wos840","wos840_1",660,"wos840_a","thiamethoxam","LC50","CI_95","Actara","LC50","CI_95","Folsomia candida","Department of Ecological Science, Vrije Universiteit, Amsterdam","Collembola ","Arthropoda","Animalia","Terrestrial","adult","insecticide","female","environmental","chronic","20","n/a","fed","264","YES","n/a","NO","Water-dispersible granules",2018,"Only include acute and chronic toxicity tests that were performed to test individuals with no history of pesticide exposure, and no history of parental exposure. Exclude multigenerational studies like some of the endpoints in. The formulation was curtailed one day early in comparison to the ai. I decided to include it because there was no difference between the two treatments and the difference of one day was highly unlikely to have changed the actara lc50.",0.32,50,0.0398094077404553,0.0393805624554664,0.035390819051998,0.0288138237814361,0.35,50,0.0248808798377845,0.0246128515346665,0.0221192619074987,0.0180086398633976,0.0896121586896871,0.0205299907130856,0.0200900560935662,0.0162255171309255,0.0107552153736841
115,"wos44","wos44_1",48,"wos44_a","S-metolachlor ","EC50","CI_95","Primextra® GOLD TZ ","EC50","CI_95","Daphnia longispina","EM7","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","n/a","environmental","acute","20","n/a","starved","24","YES","n/a","NO","Aqueous suspension concentrates",2015,"n/a",18.71,20,0.257999901559973,0.254587532131658,0.222625974858159,0.169680788990361,23.53,20,2.56566568773529,2.53173156953149,2.21389163886725,1.68738117940415,0.229218062453273,0.0120794476761991,0.011762029352409,0.008994140444674,0.00522484421861097
116,"wos293","wos293_1",96,"wos293_a","dimethoate","LC50","CI_95","nano dimethoate","LC50","CI_95","Danio rerio ","wild-type","Teleostei ","Chordata","Animalia","Aquatic","embryo","insecticide","n/a","environmental","acute","26","n/a","n/a","3","YES","n/a","NO","nanoparticles",2022,"n/a",155.02,24,13.7238757429022,13.7238757429022,13.7238757429022,13.7238757429022,251.81,24,28.646596566551,28.646596566551,28.646596566551,28.646596566551,0.485120694027076,0.0207794715877481,0.0207794715877481,0.0207794715877481,0.0207794715877481
117,"wos293","wos293_2",96,"wos293_a","dimethoate","LC50","CI_95","500 EC Nortox® ","LC50","CI_95","Danio rerio ","wild-type","Teleostei ","Chordata","Animalia","Aquatic","embryo","insecticide","n/a","environmental","acute","26","n/a","n/a","3","YES","n/a","NO","Emulsifiable concentrate",2022,"n/a",155.02,24,13.7238757429022,13.7238757429022,13.7238757429022,13.7238757429022,5.27,24,0.570418223903649,0.570418223903649,0.570418223903649,0.570418223903649,-3.38152377830009,0.0195531371354128,0.0195531371354128,0.0195531371354128,0.0195531371354128
118,"wos128","wos128_1",48,"wos128_a","glyphosate-IPA","LC50","CI_95","Roundup Plus","LC50","CI_95","Daphnia magna","Reading","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","female","environmental","acute","21","7.5","n/a","24","YES","n/a","NO","soluble concentrate",2013,"knokke 4 was excluded because this strain was derived from individuals from ponds in areas of intensive agriculture. Therefore, they had a background of pesticide exposure.",2.152974504,10,0.651187213348981,0.630544370693409,0.424925313893937,0.115934525657855,4.532577904,10,1.10200913004486,1.06707508863528,0.719104377203646,0.196196889532453,0.744440475133285,0.15059421130186,0.141197775770838,0.0641241701349219,0.00477333735143716
119,"wos128","wos128_2",48,"wos128_b","glyphosate-IPA","LC50","CI_95","Roundup Plus","LC50","CI_95","Daphnia magna","Tromso","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","herbicide","female","environmental","acute","21","7.5","n/a","24","YES","n/a","NO","soluble concentrate",2013,"knokke 4 was excluded because this strain was derived from individuals from ponds in areas of intensive agriculture. Therefore, they had a background of pesticide exposure.",7.138810198,10,0.901643833833815,0.873061436311794,0.588358126907877,0.160524727827899,8.158640227,10,1.3524657505297,1.30959215425367,0.882537190217587,0.240787091702497,0.133531392712072,0.0434321347289477,0.0407221550396409,0.0184937360646577,0.00137665471442843
120,"wos128","wos128_3",48,"wos128_c","glyphosate-IPA","LC50","CI_95","Roundup Plus","LC50","CI_95","Daphnia magna","Tromso","Branchiopoda","Arthropoda","Animalia","Aquatic","adult","herbicide","female","environmental","acute","21","7.5","n/a","168","YES","n/a","NO","soluble concentrate",2013,"knokke 4 was excluded because this strain was derived from individuals from ponds in areas of intensive agriculture. Therefore, they had a background of pesticide exposure.",10.31161473,10,1.95356163960489,1.89163311165218,1.27477594139335,0.347803576894862,14.0509915,10,1.10200913004486,1.06707508863528,0.719104377203646,0.196196889532453,0.309422059072545,0.0420434180667466,0.0394200883653406,0.0179024098593118,0.00133263699915941
121,"wos128","wos128_4",48,"wos128_d","glyphosate-IPA","LC50","CI_95","Roundup Plus","LC50","CI_95","Daphnia magna","Tromso","Branchiopoda","Arthropoda","Animalia","Aquatic","adult","herbicide","female","environmental","acute","21","7.5","n/a","504","YES","n/a","NO","soluble concentrate",2013,"knokke 4 was excluded because this strain was derived from individuals from ponds in areas of intensive agriculture. Therefore, they had a background of pesticide exposure.",22.32294618,10,3.50639268634563,3.39523891822935,2.28805938190671,0.624262830301914,31.16147309,10,2.15392693581593,2.08564676397568,1.40552219168912,0.383475738599417,0.333567368803151,0.0294505576946058,0.0276129686907674,0.0125402733335601,0.000933485064592123
124,"wos941","wos941_1",48,"wos941_a","thiacloprid","LC50","CI_95","Calypso","LC50","CI_95","Eisenia andrei","n/a","Clitellata ","Annelida ","Animalia","Terrestrial","adult","insecticide","hermaphrodite","environmental","acute","20","n/a","n/a","n/a","YES","n/a","NO","Aqueous suspension concentrates",2021,"lower CI was bigger than the LC50 estimate. Use higher CI to calculate SE.",0.51,15,0.598660933151599,0.587457791480276,0.479887866022885,0.298420551378025,0.032,15,0.00233123416336292,0.00228760822227522,0.00186872221971528,0.00116207379820103,-2.76867482291865,1.38321928451773,1.33193347813553,0.888809599275876,0.343705637447102
125,"wos941","wos941_2",48,"wos941_b","esfenvalerate","LC50","CI_95","Sumialfa","LC50","CI_95","Eisenia andrei","n/a","Clitellata ","Annelida ","Animalia","Terrestrial","adult","insecticide","hermaphrodite","environmental","acute","20","n/a","n/a","n/a","YES","n/a","NO","Emulsifiable concentrate",2021,"lower CI was bigger than the LC50 estimate. Use higher CI to calculate SE.",0.032,15,0.00372997466138068,0.00366017315564035,0.00298995555154446,0.00185931807712165,0.084,15,0.0233123416336292,0.0228760822227522,0.0186872221971529,0.0116207379820103,0.965080896043587,0.0906083540960879,0.0872488560347218,0.0582218421884346,0.0225145806244936
126,"wos941","wos941_3",48,"wos941_c","dimethenamid-p","LC50","CI_95","Frontier","LC50","CI_95","Eisenia andrei","n/a","Clitellata ","Annelida ","Animalia","Terrestrial","adult","herbicide","hermaphrodite","environmental","acute","20","n/a","n/a","n/a","YES","n/a","NO","Emulsifiable concentrate",2021,"lower CI was bigger than the LC50 estimate. Use higher CI to calculate SE.",6.042,15,0.261098226296648,0.256212120894825,0.209296888608112,0.130152265398516,2.524,15,0.266226941456046,0.26124485898383,0.213408077491486,0.132708827754558,-0.872890138285514,0.0129930866213895,0.0125113402112358,0.0083489149136179,0.00322855325225395
127,"wos941","wos941_4",48,"wos941_d","prosulfocarb","LC50","CI_95","Filon","LC50","CI_95","Eisenia andrei","n/a","Clitellata ","Annelida ","Animalia","Terrestrial","adult","herbicide","hermaphrodite","environmental","acute","20","n/a","n/a","n/a","YES","n/a","NO","Emulsifiable concentrate",2021,"lower CI was bigger than the LC50 estimate. Use higher CI to calculate SE.",12.464,15,2.42774725772615,2.38231520267741,1.9460873196115,1.21018365344656,8.473,15,1.86405483702499,1.82917153453127,1.49423028688434,0.929194209041546,-0.385959851912065,0.0863392721382942,0.0831380593995575,0.0554786755288508,0.0214537889249844
128,"wos253","wos253_1",96,"wos253_a","azinphos methyl","LC50","CI_95","Gusathion","LC50","CI_95","Xenopus laevis","Laboratory of Environmental Toxicology, Inonu University","Amphibia","Chordata","Animalia","Aquatic","embryo","insecticide","n/a","environmental","acute","23","n/a","n/a","8 (stage)","YES","n/a","NO","wettable powder",2014,"may be inaccurate. Read note for below effect size.",31.6,30,0.831202504099878,0.824288973782263,0.761267608046852,0.661328877545416,18.4,30,0.488942649470516,0.484875866930743,0.447804475321677,0.389016986791421,-0.540806455977927,0.00139801666894951,0.00137485736594047,0.0011726633868229,0.000884980370438316
129,"wos253","wos253_2",96,"wos253_b","azinphos methyl","LC50","CI_95","Gusathion","LC50","CI_95","Xenopus laevis","Laboratory of Environmental Toxicology, Inonu University","Amphibia","Chordata","Animalia","Aquatic","larvae","insecticide","n/a","environmental","acute","23","n/a","n/a","46 (stage)","YES","n/a","NO","wettable powder",2014,"there was a nominal and measured LC50, which were very different. In the discussion the authors comment that the actual concentration of AzM in the formulation must be higher than the label indicates. This raises the question of if the result for embryos above, which only had a nominal LC50, is different for this reason, rather than diverging toxicities between the ai and formulation.",31.6,30,0.537836914417568,0.533363453623817,0.492584922853845,0.427918685470563,30.4,30,1.02677956388808,1.01823932055456,0.940389398175523,0.816935672261985,-0.0387145121806905,0.00143047979105518,0.00140678270956455,0.00119989361630498,0.000905530358478331
130,"wos23","wos23_1",72,"wos23_a","acetochlor","EC50","CI_95","Harness","EC50","CI_95","Raphidocelis subcapitata","EBPI","Chlorophyceae","Chlorophyta","Plantae","Aquatic","n/a","herbicide","n/a","environmental","acute","22.5","n/a","n/a","n/a","YES","n/a","NO","Emulsifiable concentrate",2022,"replicate number taken from minimum number required to adhere to OECD 2011 guidelines followed.",0.003,3,6.9724427892062e-05,6.9724427892062e-05,6.9724427892062e-05,6.9724427892062e-05,0.0022,3,9.29659038560826e-05,9.29659038560826e-05,9.29659038560826e-05,9.29659038560826e-05,-0.310154928303839,0.00232583960989904,0.00232583960989904,0.00232583960989904,0.00232583960989904
131,"wos23","wos23_2",72,"wos23_a","acetochlor","EC50","CI_95","Surpass","EC50","CI_95","Raphidocelis subcapitata","EBPI","Chlorophyceae","Chlorophyta","Plantae","Aquatic","n/a","herbicide","n/a","environmental","acute","22.5","n/a","n/a","n/a","YES","n/a","NO","Emulsifiable concentrate",2022,"replicate number taken from minimum number required to adhere to OECD 2011 guidelines followed. Negative lower CI for formulation.",0.003,3,6.9724427892062e-05,6.9724427892062e-05,6.9724427892062e-05,6.9724427892062e-05,0.002,3,0.00034862213946031,0.00034862213946031,0.00034862213946031,0.00034862213946031,-0.405465108108164,0.0309245152354571,0.0309245152354571,0.0309245152354571,0.0309245152354571
132,"wos23","wos23_3",72,"wos23_b","S‐metolachlor","EC50","CI_95","Dual II Magnum","EC50","CI_95","Raphidocelis subcapitata","EBPI","Chlorophyceae","Chlorophyta","Plantae","Aquatic","n/a","herbicide","n/a","environmental","acute","22.5","n/a","n/a","n/a","YES","n/a","NO","Emulsifiable concentrate",2022,"replicate number taken from minimum number required to adhere to OECD 2011 guidelines followed.",0.046,3,0.00255656235604227,0.00255656235604227,0.00255656235604227,0.00255656235604227,0.051,3,0.00185931807712165,0.00185931807712165,0.00185931807712165,0.00185931807712165,0.103184236235231,0.00441798080321532,0.00441798080321532,0.00441798080321532,0.00441798080321532
133,"wos23","wos23_4",72,"wos23_b","S‐metolachlor","EC50","CI_95","Me‐Too‐Lachlor II","EC50","CI_95","Raphidocelis subcapitata","EBPI","Chlorophyceae","Chlorophyta","Plantae","Aquatic","n/a","herbicide","n/a","environmental","acute","22.5","n/a","n/a","n/a","YES","n/a","NO","liquid formulation",2022,"replicate number taken from minimum number required to adhere to OECD 2011 guidelines followed.",0.046,3,0.00255656235604227,0.00255656235604227,0.00255656235604227,0.00255656235604227,0.15,3,0.00464829519280413,0.00464829519280413,0.00464829519280413,0.00464829519280413,1.18199389760716,0.00404914759289029,0.00404914759289029,0.00404914759289029,0.00404914759289029
135,"wos1565","wos1565_2",6,"wos1565_a","copper sulfate","LC50","CI_95","Captain XTR","LC50","CI_95","Pimephales promelas","Aquatic Biosystems Inc","Teleostei ","Chordata","Animalia","Aquatic","adult","algaecide","n/a","environmental","acute","21","8.1","starved","1080","YES","132","NO","liquid formulation",2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant.",0.9,30,0.0586731179364619,0.0581851040316891,0.0537365370386013,0.0466820384149706,0.67,30,0.0342259854629361,0.033941310685152,0.0313463132725174,0.0272311890753995,-0.295117050939299,0.00685957306630157,0.0067459385620188,0.00575384425861866,0.00434228550209331
136,"wos1565","wos1565_1",24,"wos1565_b","copper sulfate","LC50","CI_95","Captain","LC50","CI_95","Pimephales promelas","Aquatic Biosystems Inc","Teleostei ","Chordata","Animalia","Aquatic","adult","algaecide","n/a","environmental","acute","21","8.1","starved","1080","YES","132","NO","liquid formulation",2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant.",0.6,30,0.0244471324735258,0.0242437933465371,0.0223902237660839,0.0194508493395711,1.04,30,0.0782308239152826,0.0775801387089189,0.0716487160514684,0.0622427178866274,0.550046336919272,0.00731851418807856,0.00719727694433023,0.00613880637113747,0.00463280699084263
137,"wos1565","wos1565_2",24,"wos1565_b","copper sulfate","LC50","CI_95","Captain XTR","LC50","CI_95","Pimephales promelas","Aquatic Biosystems Inc","Teleostei ","Chordata","Animalia","Aquatic","adult","algaecide","n/a","environmental","acute","21","8.1","starved","1080","YES","132","NO","liquid formulation",2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant.",0.6,30,0.0244471324735258,0.0242437933465371,0.0223902237660839,0.0194508493395711,0.48,30,0.0244471324735258,0.0242437933465371,0.0223902237660839,0.0194508493395711,-0.22314355131421,0.0042541933564762,0.00418371912309263,0.0035684387034909,0.00269301339257958
138,"wos1565","wos1565_1",48,"wos1565_c","copper sulfate","LC50","CI_95","Captain","LC50","CI_95","Pimephales promelas","Aquatic Biosystems Inc","Teleostei ","Chordata","Animalia","Aquatic","adult","algaecide","n/a","environmental","acute","21","8.1","starved","1080","YES","132","NO","liquid formulation",2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant.",0.44,30,0.0342259854629361,0.033941310685152,0.0313463132725174,0.0272311890753995,0.9,30,0.0684519709258723,0.067882621370304,0.0626926265450348,0.054462378150799,0.715620036412004,0.0118354938743011,0.0116394291241558,0.00992767156473787,0.00749217086307693
139,"wos1565","wos1565_2",48,"wos1565_c","copper sulfate","LC50","CI_95","Captain XTR","LC50","CI_95","Pimephales promelas","Aquatic Biosystems Inc","Teleostei ","Chordata","Animalia","Aquatic","adult","algaecide","n/a","environmental","acute","21","8.1","starved","1080","YES","132","NO","liquid formulation",2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant.",0.44,30,0.0342259854629361,0.033941310685152,0.0313463132725174,0.0272311890753995,0.41,30,0.0244471324735258,0.0242437933465371,0.0223902237660839,0.0194508493395711,-0.0706175672139534,0.0096061105281226,0.00944697735796786,0.00805765364340601,0.00608091408526428
